CTRL1	CTRL2	CTRL3	CIP1	CIP2	CIP3	ID	TYPE	NAME	???	DESCRIPTION
2830	1479	1076	1299	1491	1933	PA1121	CDS	yfiR		hypothetical protein
7015	4255	4430	2270	2059	2202	PA1123	CDS			hypothetical protein
4232	2467	1683	2049	2104	2106	PA1124	CDS	dgt	3.1.5.1	deoxyguanosinetriphosphate triphosphohydrolase
634	460	191	529	396	486	PA1125	CDS			NAD-dependent protein deacylase
767	514	413	419	389	498	PA1126	CDS			hypothetical protein
1648	1171	487	717	757	755	PA1127	CDS			oxidoreductase
341	215	153	211	208	283	PA1128	CDS			transcriptional regulator
237	127	60	228	189	168	PA1129	CDS			glutathione transferase FosA
954	493	297	828	869	646	PA1130	CDS	rhlC		rhamnosyltransferase
752	311	425	521	697	632	PA1131	CDS			major facilitator superfamily transporter
3004	1629	1169	563	533	1004	PA1132	CDS			hypothetical protein
415	230	170	202	190	227	PA1133	CDS			hypothetical protein
180	115	32	52	49	51	PA1134	CDS			hypothetical protein
836	414	277	426	461	378	PA1135	CDS			molecular chaperone Hsp31/glyoxalase
1755	934	484	586	614	546	PA1136	CDS			transcriptional regulator
4173	2403	798	773	705	971	PA1137	CDS			oxidoreductase
319	204	107	276	273	304	PA1138	CDS			transcriptional regulator
1138	665	386	650	604	659	PA1139	CDS			hypothetical protein
1225	754	335	514	501	607	PA1140	CDS			hypothetical protein
421	260	154	262	226	361	PA1141	CDS			transcriptional regulator
598	335	178	156	149	253	PA1142	CDS			transcriptional regulator
77	51	28	38	55	49	PA1143	CDS			hypothetical protein
149	92	64	59	57	98	PA1144	CDS			major facilitator superfamily transporter
370	217	176	190	207	239	PA1145	CDS			transcriptional regulator
340	235	149	253	262	242	PA1146	CDS			iron-containing alcohol dehydrogenase
203	113	46	98	86	127	PA1147	CDS			amino acid permease
938	551	277	230	224	296	PA1148	CDS	toxA		exotoxin A
152	94	53	49	33	37	PA1149	CDS			hypothetical protein
11696	6027	6040.96	4133	3590	7529.99	PA1150	CDS	pys2		pyocin-S2
21168	10871	9847	12245	7940	17281	PA1151	CDS	imm2		pyocin-S2 immunity protein
156	85	55	115	81	93	PA1153	CDS			hypothetical protein
223	130	126	139	108	112	PA1154	CDS			hypothetical protein
19054	10645	5087	4852	4299	6875	PA1155	CDS	nrdB	1.17.4.1	ribonucleotide-diphosphate reductase subunit beta
29147	14664	5739	5872	4616	10361	PA1156	CDS	nrdA	1.17.4.1	ribonucleotide-diphosphate reductase subunit alpha
798	486	328	391	312	612	PA1157	CDS			two-component response regulator
642	328	191	253	257	340	PA1158	CDS			two-component sensor
5589	2993	4594	7115	6313	13033	PA1159	CDS			cold-shock protein
1071	731	466	681	796	642	PA1160	CDS			hypothetical protein
1209	652	260	164	147	239	PA1161	CDS	rrmA		rRNA methyltransferase
2345	1268	612	392	414	649	PA1162	CDS	dapE		succinyl-diaminopimelate desuccinylase
2296	1260	713	1379	1380	1569	PA1163	CDS	ndvB		glycosyl transferase
1426	891	494	496	542	675	PA1164	CDS			hypothetical protein
763	474	229	303	332	423	PA1165	CDS	pcpS		4'-phosphopantetheinyl transferase
710	416	162	326	335	371	PA1166	CDS			hypothetical protein
1171	664	524	699	811	792	PA1167	CDS			hypothetical protein
152	79	78	186	157	277	PA1168	CDS			hypothetical protein
718	479	300	579	497	616	PA1169	CDS			arachidonate 15-lipoxygenase
1466	895	472	209	186	292	PA1170	CDS			hypothetical protein
3507	1966	1053	1238	1285	1891	PA1171	CDS			transglycosylase
4764	2231	2167	1872	1943	2297	PA1172	CDS	napC		cytochrome C protein NapC
2015	997	856	880	873	999	PA1173	CDS	napB		cytochrome C protein NapB
20613	10064	4920	8237	8057	9228	PA1174	CDS	napA		nitrate reductase catalytic subunit
1560	764	462	827	799	1031	PA1175	CDS	napD		nitrate reductase biosynthesis protein NapD
2507	1451	840	1589	1943	1856	PA1176	CDS	napF		ferredoxin protein NapF
2742	1228	1570	3130	3221	3416	PA1177	CDS	napE		nitrate reductase protein NapE
12466	6729	5403	9959	7823	7461	PA1178	CDS	oprH		PhoP/Q and low Mg2+ inducible outer membrane protein H1
4174	2417	1364	2003	1847	2127	PA1179	CDS	phoP		two-component response regulator PhoP
2042	1261	653	954	929	962	PA1180	CDS	phoQ		two-component sensor PhoQ
6464	3916	3030	2696	2666	2893	PA1181	CDS			sensor protein
1165	659	430	652	583	727	PA1182	CDS			transcriptional regulator
11793	6646	5044	1789	2321	2467	PA1183	CDS	dctA		C4-dicarboxylate transport protein
681	357	227	294	321	462	PA1184	CDS			transcriptional regulator
185	102	66	156	121	144	PA1185	CDS			glutathione S-transferase
170	100	63	122	103	151	PA1186	CDS			hypothetical protein
288	158	128	142	134	172	PA1187	CDS			acyl-CoA dehydrogenase
582	352	146	341	303	335	PA1188	CDS			hypothetical protein
341	258	149	112	99	141	PA1189	CDS			Zn-dependent metalloprotease
830	482	375	1079	1037	1003	PA1190	CDS			hypothetical protein
2264	990	1368	1389	1309	1384	PA1191	CDS			hypothetical protein
4433	2518	2036	1035	1067	2054	PA1192	CDS			tRNA 2-thiocytidine biosynthesis protein TtcA
2070	1138	842	602	573	896	PA1193	CDS			hypothetical protein
785	414	177	200	172	261	PA1194	CDS			amino acid permease
516	268	125	105	127	159	PA1195	CDS			hypothetical protein
1486	904	425	2086	1545	1322	PA1196	CDS			transcriptional regulator
1259	671	674	1562	1525	1059	PA1197	CDS			NAD-dependent protein deacylase
6096	4233	3992	4668	4866	8879	PA1198	CDS			hypothetical protein
4660	2702	2000	1772	1704	1913	PA1199	CDS			lipoprotein
3065	1837	1381	1366	1248	1451	PA1200	CDS			hypothetical protein
1159	691	385	752	627	577	PA1201	CDS			transcriptional regulator
2911	1654	945	2189	1741	2031	PA1202	CDS			hydrolase
446	286	132	123	137	233	PA1203	CDS			hypothetical protein
1159	703	374	348	394	487	PA1204	CDS			NAD(P)H-dependent FMN reductase
1306	837	236	388	354	514	PA1205	CDS			quercetin 2,3-dioxygenase
879	500	246	283	313	417	PA1206	CDS			hypothetical protein
3070	1550	791	1075	927	1404	PA1207	CDS	kefB		glutathione-regulated potassium-efflux system protein KefB
963	503	258	595	578	653	PA1208	CDS			hypothetical protein
477	264	184	349	276	344	PA1209	CDS			hypothetical protein
410	227	191	361	328	370	PA1210	CDS			quercetin 2,3-dioxygenase
150	94	58	113	84	115	PA1211	CDS			hypothetical protein
180	113	63	128	129	161	PA1212	CDS			major facilitator superfamily transporter
77	43	28	95	74	65	PA1213	CDS			hypothetical protein
113	67	24	111	77	94	PA1214	CDS			hypothetical protein
203	87	56	179	170	186	PA1215	CDS			hypothetical protein
208	96	38	199	160	140	PA1216	CDS			hypothetical protein
646	362	168	526	456	456	PA1217	CDS			2-isopropylmalate synthase
102	59	48	161	139	146	PA1218	CDS			hypothetical protein
49	24	17	48	35	32	PA1219	CDS			hypothetical protein
100	41	22	71	65	86	PA1220	CDS			hypothetical protein
283	144	148	496	356	447	PA1221	CDS			hypothetical protein
1065	736	298	470	469	603	PA1222	CDS			membrane-bound lytic murein transglycosylase A
1071	559	356	651	506	675	PA1223	CDS			transcriptional regulator
289	122	87	140	137	173	PA1224	CDS			NAD(P)H dehydrogenase
156	100	56	94	83	110	PA1225	CDS			NAD(P)H dehydrogenase
683	455	217	450	356	349	PA1226	CDS			transcriptional regulator
701	500	181	423	443	440	PA1227	CDS			hypothetical protein
168	99	55	97	75	119	PA1228	CDS			hypothetical protein
285	183	84	251	217	264	PA1229	CDS			transcriptional regulator
20	9	14	12	7	10	PA1230	CDS			hypothetical protein
51	27	9	37	32	53	PA1231	CDS			hypothetical protein
264	143	69	142	154	170	PA1232	CDS			hypothetical protein
122	84	44	58	55	66	PA1233	CDS			hypothetical protein
412	325	205	244	199	234	PA1234	CDS			hypothetical protein
214	175	74	145	127	187	PA1235	CDS			transcriptional regulator
262	151	98	194	158	196	PA1236	CDS			major facilitator superfamily transporter
151	85	45	104	105	132	PA1237	CDS			multidrug resistance efflux pump
145	78	37	74	79	106	PA1238	CDS			multidrug efflux pump outer membrane protein
25	19	4	4	0	11	PA1239	CDS			hypothetical protein
38	24	12	4	2	12	PA1240	CDS		4.2.1.17	enoyl-CoA hydratase
161	79	43	17	26	29	PA1241	CDS			transcriptional regulator
1085	579	302	1067	1049	1156	PA1242	CDS			hypothetical protein
1319	709	344	1413	1240	1475	PA1243	CDS			sensor/response regulator hybrid protein
287	163	123	214	161	233	PA1244	CDS			hypothetical protein
776	515	252	624	554	547	PA1245	CDS			hypothetical protein
281	197	98	236	215	198.758	PA1246	CDS	aprD		alkaline protease secretion ATP-binding protein AprD
221	137	73	255	213	207	PA1247	CDS	aprE		alkaline protease secretion protein AprE
351	218	169	519	437	404	PA1248	CDS	aprF		alkaline protease secretion protein AprF
3144	1567	568	2282	1913	1737	PA1249	CDS	aprA		alkaline metalloproteinase
310	139	106	310	266	308	PA1250	CDS	aprI		alkaline proteinase inhibitor AprI
231	134	52	134	111	135	PA1251	CDS			chemotaxis transducer
891	494	197	806	714	632	PA1252	CDS			bifunctional Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2- carboxylate reductase
350	197	65	237	218	208	PA1253	CDS			semialdehyde dehydrogenase
125	65	52	81	77	103	PA1254	CDS			dihydrodipicolinate synthetase
150	70	33	105	70	129	PA1255	CDS			trans-3-hydroxy-L-proline dehydratase
101	58	56	61	64	61	PA1256	CDS			amino acid ABC transporter ATP binding protein
91	54	40	55	49	68	PA1257	CDS			amino acid ABC transporter permease
71	41	30	36	44	65	PA1258	CDS			ABC transporter permease
446	230	116	297	274	330	PA1259	CDS			hypothetical protein
124	67	11	73	52	93	PA1260	CDS			amino acid ABC transporter substrate-binding protein
409	220	132	189	166	247	PA1261	CDS			transcriptional regulator
175	94	45	66	58	83	PA1262	CDS			major facilitator superfamily transporter
612	327	180	434	373	522	PA1263	CDS			hypothetical protein
592	292	206	311	323	342	PA1264	CDS			transcriptional regulator
100	64	29	71	60	80	PA1265	CDS			hypothetical protein
284	177	83	255	211	204	PA1266	CDS			oxidoreductase
321	223	98	236	236	214	PA1267	CDS			hypothetical protein
227	127	44	101	113	119	PA1268	CDS			4-hydroxyproline 2-epimerase
1462	774	722	619	543	878	PA1269	CDS			transcriptional regulator
329	198	120	151	137	160	PA1270	CDS			hypothetical protein
1567	851	437	630	555	984	PA1271	CDS			tonB-dependent receptor
611	405	161	386	275	621	PA1272	CDS	cobO	2.5.1.17	cob(I)yrinic acid a,c-diamide adenosyltransferase
831	512	212	407	374	675	PA1273	CDS	cobB		hydrogenobyrinate a,c-diamide synthase
249	177	78	197	164	268	PA1274	CDS			5,6-dimethylbenzimidazole synthase
269	182	59	176	136	289	PA1275	CDS	cobD		cobalamin biosynthesis protein CobD
455	267	102	255	215	427	PA1276	CDS	cobC	4.1.1.81	threonine-phosphate decarboxylase
664	402	192	417	362	652	PA1277	CDS	cobQ		cobyric acid synthase
283	196	92	214	180	338	PA1278	CDS	cobP	2.7.1.156	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
402	281	103	285	274	384	PA1279	CDS	cobU	2.4.2.21	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
143	113	39	125	83	142	PA1280	CDS			hypothetical protein
188	102	50	163	159	189	PA1281	CDS	cobV		adenosylcobinamide-GDP ribazoletransferase
267	159	81	626	630	410	PA1282	CDS			major facilitator superfamily transporter
953	505	289	1393	933	983	PA1283	CDS			transcriptional regulator
857	545	257	673	594.268	585	PA1284	CDS			acyl-CoA dehydrogenase
546	237	202	469	345	742	PA1285	CDS			transcriptional regulator
207	123	52	102	84	177	PA1286	CDS			major facilitator superfamily transporter
1867	917	893	1051	1167	1376	PA1287	CDS			glutathione peroxidase
24259	12687	7254	8485	6805	14123	PA1288	CDS			hypothetical protein
1682	698	466	715	596	1137	PA1289	CDS			hypothetical protein
371	166	142	393	212	349	PA1290	CDS			transcriptional regulator
431	243	114	303	290	460	PA1291	CDS			hypothetical protein
1902	1106	444	701	617	690	PA1292	CDS			3-mercaptopyruvate sulfurtransferase
2827	1555	1028	1307	1007	2386	PA1293	CDS			hypothetical protein
2346	1602	694	598	579	827	PA1294	CDS	rnd		ribonuclease D
618	373	312	244	215	338	PA1295	CDS			hypothetical protein
3706	2052	1459	1916	1893	2082	PA1296	CDS			2-hydroxyacid dehydrogenase
745	434	243	479	384	452	PA1297	CDS			metal transporter
162	103	50	74	71	88	PA1298	CDS			hypothetical protein
673	382	214	167	188	278	PA1299	CDS			hypothetical protein
198	103	64	78	70	98	PA1300	CDS			ECF subfamily sigma-70 factor
313	153	62	106	88	130	PA1301	CDS			transmembrane sensor
514	270	181	440	332	362	PA1302	CDS			heme utilization protein
394	248	113	185	109	193	PA1303	CDS			signal peptidase
2424	1406	665	538	510	790	PA1304	CDS			oligopeptidase
2576	1582	1320	651	777	1089	PA1305	CDS			hypothetical protein
1443	910	689	654	685	603	PA1306	CDS			HIT family protein
5056	2989	1995	2246	2169	2367	PA1307	CDS			hypothetical protein
2687	1579	1294	1468	1533	1471	PA1308	CDS			hypothetical protein
1278	709	513	864	876	809	PA1309	CDS			transcriptional regulator
292	148	91	162	132	151	PA1310	CDS	phnW	2.6.1.37	2-aminoethylphosphonate--pyruvate transaminase
566	311	179	389	330	395	PA1311	CDS	phnX	3.11.1.1	phosphonoacetaldehyde hydrolase
1213	562	362	373	350	459	PA1312	CDS			transcriptional regulator
322	168	125	381	356	344	PA1313	CDS			major facilitator superfamily transporter
185	104	80	181	178	154	PA1314	CDS			hypothetical protein
837	433	300	321	356	521	PA1315	CDS			transcriptional regulator
1380	721	414	1050	914	1455	PA1316	CDS			major facilitator superfamily transporter
372	196	175	234	226	376	PA1317	CDS	cyoA		cytochrome o ubiquinol oxidase subunit II
877	468	365	550	530	641	PA1318	CDS	cyoB		cytochrome o ubiquinol oxidase subunit I
93	58	38	59	39	74	PA1319	CDS	cyoC		cytochrome o ubiquinol oxidase subunit III
46	41	31	35	42	71	PA1320	CDS	cyoD		cytochrome o ubiquinol oxidase subunit IV
184	118	48	124	118	181	PA1321	CDS	cyoE		protoheme IX farnesyltransferase
493	249	232	278	255	332	PA1322	CDS			TonB-dependent receptor
7408	3737	2486	6815	5486	7141	PA1323	CDS			hypothetical protein
9116	4845	1916	5456	4511	5365	PA1324	CDS			hypothetical protein
1053	661	394	192	216	274	PA1325	CDS			hypothetical protein
1101	609	247	209	217	262	PA1326	CDS	ilvA2	4.3.1.19	threonine dehydratase
2932	1601	741	1470	1524	1584	PA1327	CDS			protease
586	322	178	362	322	338	PA1328	CDS			transcriptional regulator
34	26	10	27	23	15	PA1329	CDS			hypothetical protein
418	238	121	179	174	184	PA1330	CDS			short-chain dehydrogenase
2609	1560	1050	754	824	832	PA1331	CDS			hypothetical protein
1845	876	744	903	915	815	PA1332	CDS			hypothetical protein
2441	951	1131	1536	1676	1730	PA1333	CDS			hypothetical protein
436	253	114	276	252	279	PA1334	CDS			oxidoreductase
1970	1164	639	666	709	744	PA1335	CDS			two-component response regulator
3241	1569	870	606	656	718	PA1336	CDS			two-component sensor
20959	9419	3806	3865	3592	3630	PA1337	CDS	ansB		glutaminase-asparaginase
6139	2995	1529	1443	1381	1807	PA1338	CDS	ggt		gamma-glutamyltranspeptidase
4794.99	2531.63	1054	921	1045	1313	PA1339	CDS			amino acid ABC transporter ATP binding protein
2755	1416	682	732	771	841	PA1340	CDS			amino acid ABC transporter permease
2917	1523	589	643	558	751	PA1341	CDS			amino acid ABC transporter permease
20105.8	9988.82	5215.84	6214	5775.84	6761	PA1342	CDS			ABC transporter
822	427	462	440	391	537	PA1343	CDS			hypothetical protein
2349	1338	616	1522	1407	1532	PA1344	CDS			short-chain dehydrogenase
636.069	334.523	162.134	331.454	330	335	PA1345	CDS			hypothetical protein
97	74	34	87	80	107	PA1346	CDS			hypothetical protein
193	92	93	103	109	163	PA1347	CDS			transcriptional regulator
679	351	403	1228	1073	1346	PA1348	CDS			hypothetical protein
204	118	72	168	140	142	PA1349	CDS			hypothetical protein
521	320	211	549	529	519	PA1350	CDS			hypothetical protein
332	193	86	293	287	279	PA1351	CDS			ECF subfamily sigma-70 factor
32	43	12	54	57	43	PA1352	CDS			hypothetical protein
346	189	164	587	468	532	PA1353	CDS			hypothetical protein
557	303	218	386	314	429	PA1354	CDS			hypothetical protein
90	69	53	97	113	129	PA1355	CDS			hypothetical protein
560	297	137	391	420	382	PA1356	CDS			hypothetical protein
810	432	274	429	467	621	PA1357	CDS			hypothetical protein
1064	589	492	571	715	823	PA1358	CDS			hypothetical protein
582	269	177	198	170	316	PA1359	CDS			transcriptional regulator
1348	783	460	279	312	424	PA1360	CDS			hypothetical protein
2130	1205	629	402	466	730	PA1361	CDS			multidrug resistance protein PmpM
196.91	98.0358	90.4567	159.255	117.337	126.496	PA1362	CDS			hypothetical protein
227	133	110	90	83	191	PA1363	CDS			ECF subfamily sigma-70 factor
249	134	66	247	189	200	PA1364	CDS			transmembrane sensor
549	271	201	290	279	453	PA1365	CDS			siderophore receptor
86	54	68	10	16	14	PA1366	CDS			hypothetical protein
664	443	231	225	254	295	PA1367	CDS			hypothetical protein
185	69	111	85	82	147	PA1368	CDS			hypothetical protein
39	21	32	5	3	9	PA1369	CDS			hypothetical protein
99	60	84	12	10	41	PA1370	CDS			hypothetical protein
16	8	11	4	4	8	PA1371	CDS			hypothetical protein
113	46	57	11	5	8	PA1372	CDS			hypothetical protein
3117	1433	779	1314	1251	1392	PA1373	CDS	fabF2	2.3.1.41	3-oxoacyl-ACP synthase
498	291	184	183	130	205	PA1374	CDS			hypothetical protein
1459	965	514	647	693	854	PA1375	CDS	pdxB		erythronate-4-phosphate dehydrogenase
2572	1562	985	1388	1372	1559	PA1376	CDS	aceK	2.7.11.5	bifunctional isocitrate dehydrogenase kinase/phosphatase
779	532	182	162	193	219	PA1377	CDS			hypothetical protein
21	8	5	6	3	7	PA1378	CDS			hypothetical protein
23	22	7	3	2	4	PA1379	CDS			short-chain dehydrogenase
36	20	7	13	3	10	PA1380	CDS			transcriptional regulator
11	7	9	2	2	2	PA1381	CDS			hypothetical protein
125	66	55	19	22	39	PA1382	CDS			type II secretion system protein
94	53	32	29	18	36	PA1383	CDS			hypothetical protein
30	22	19	10	11	9	PA1384	CDS	galE		UDP-glucose 4-epimerase
42	31	35	9	6	6	PA1385	CDS			glycosyl transferase family protein
62	28	22	8	8	16	PA1386	CDS			ABC transporter ATP-binding protein
62	41	28	10	15	14	PA1387	CDS			hypothetical protein
10	10	2	0	4	7	PA1388	CDS			hypothetical protein
32	19	13	8	13	7	PA1389	CDS			glycosyl transferase family protein
10	6	7	5	3	6	PA1390	CDS			glycosyl transferase family protein
13	8	7	8	2	5	PA1391	CDS			glycosyl transferase family protein
37	19	28	8	6	6	PA1392	CDS			hypothetical protein
23	13	19	4	6	6	PA1393	CDS	cysC		adenylyl-sulfate kinase
1182	613	490	873	769	895	PA1394	CDS			hypothetical protein
840	644	351	441	417	518	PA1395	CDS			hypothetical protein
1495	873	708	405	441	697	PA1396	CDS			two-component sensor
911	544	488	289	268	463	PA1397	CDS			two-component response regulator
550	353	352	219	261	332	PA1398	CDS			hypothetical protein
396	262	144	167	184	217	PA1399	CDS			transcriptional regulator
658	429	177	491	381	402	PA1400	CDS			pyruvate carboxylase
446	247	181	242	235	240	PA1401	CDS			hypothetical protein
385	222	127	211	259	208	PA1402	CDS			hypothetical protein
216	135	65	323	295	266	PA1403	CDS			transcriptional regulator
950	356	561	3267	2530	2471	PA1404	CDS			hypothetical protein
1075	766	388	914	773	807	PA1405	CDS			helicase
498	321	165	283	268	248	PA1406	CDS			hypothetical protein
570	321	184	384	329	370	PA1407	CDS			hypothetical protein
2268	1260	629	1251	1156	1494	PA1408	CDS			hypothetical protein
233	131	92	204	167	256	PA1409	CDS	aphA		acetylpolyamine aminohydrolase
196	108	44	200	134	203	PA1410	CDS			spermidine/putrescine-binding protein
443	283	192	212	217	245	PA1411	CDS			hypothetical protein
124	85	37	111	86	92	PA1412	CDS			hypothetical protein
2450	1615	932	739	781	795	PA1413	CDS			transcriptional regulator
32604	11551	27213	84846	59310	68482	PA1414	CDS			hypothetical protein
