CTRL1	CTRL2	CIP1	CIP2	id	type	name	??	description
71	133	129	103	b1442	CDS	ydcU		putative ABC transporter membrane subunit YdcU
138	296	221	194	b1443	CDS	ydcV		putative ABC transporter membrane subunit YdcV
601	1141	869	689	b1444	CDS	patD	1.2.1.19	gamma-aminobutyraldehyde dehydrogenase
260	134	70	108	b4598	CDS	yncL		uncharacterized protein YncL
91	170	90	98	b1445	CDS	ortT		orphan toxin OrtT
256	519	267	212	b1446	CDS	ydcY		DUF2526 domain-containing protein YdcY
98	235	146	122	b1447	CDS	ydcZ		putative inner membrane protein YdcZ
251	637	375	302	b1448	CDS	mnaT		L-amino acid N-acyltransferase
1049	2075	1872	1770	b1449	CDS	curA		NADPH-dependent curcumin/dihydrocurcumin reductase
892	1864	790	818	b1450	CDS	mcbR		DNA-binding transcriptional dual regulator McbR
652	1342	946	773	b1451	CDS	yncD		putative TonB-dependent outer membrane receptor
1949	5235	5330	5269	b1452	CDS	yncE		PQQ-like domain-containing protein YncE
123	298	146	105	b1453	CDS	ansP		L-asparagine transporter
262	490	368	387	b1454	CDS	yncG		putative glutathione S-transferase YncG
11	5	4	5	b1455	CDS	yncH		DUF5445 domain-containing protein YncH
31	57	10	13	b1457	CDS	ydcD		uncharacterized protein YdcD
2	2	0	2	b4745	CDS	yncO		protein YncO
26.7927	28.0027	10.0623	11.1357	b1460	CDS	ydcC		H repeat-associated putative transposase YdcC
40	57	35	35	b1461	CDS	pptA		tautomerase PptA
64	118	71	64	b1462	CDS	yddH		flavin reductase-like protein YddH
88	193	154	113	b1463	CDS	nhoA	2.3.1.118	arylamine N-acetyltransferase
376	839	655	569	b1464	CDS	yddE		PF02567 family protein YddE
99	177	83	79	b1465	CDS	narV	1.7.5.1	nitrate reductase Z subunit gamma
77	226	89	79	b1466	CDS	narW		NarW, putative private chaperone for NarZ nitrate reductase subunit
333	772	330	263	b1467	CDS	narY	1.7.5.1	nitrate reductase Z subunit beta
770	1510	900	719	b1468	CDS	narZ	1.7.5.1	nitrate reductase Z subunit alpha
350	496	139	173	b1469	CDS	narU		nitrate/nitrite transporter NarU
4	3	1	0	b1471	CDS	yddK		leucine-rich repeat domain-containing protein YddK
0	0	0	1	b1472	CDS	yddL		putative uncharacterized protein YddL
66	161	81	52	b1473	CDS	yddG		amino acid exporter YddG
42.0222	101.057	81.0273	65.0428	b1474	CDS	fdnG	1.17.5.3	formate dehydrogenase N subunit alpha
15	33	31.0084	32.01	b1475	CDS	fdnH	1.17.5.3	formate dehydrogenase N subunit beta
44	56	42	55	b1476	CDS	fdnI	1.17.5.3	formate dehydrogenase N subunit gamma
281	842	651	685	b1477	CDS	yddM		DNA-binding transcriptional regulator YddM
3028	7407	5126	4391	b1478	CDS	adhP	1.1.1.1	ethanol dehydrogenase/alcohol dehydrogenase
2042	5753	3280	2873	b1479	CDS	maeA	1.1.1.38	NAD(+)-dependent malate dehydrogenase
5419	11030	3026	2825	b1480	CDS	sra		30S ribosomal subunit protein S22
749	1062	131	135	b1481	CDS	bdm		biofilm-dependent modulation protein
2658	5494	3294	3075	b1482	CDS	osmC	1.11.1.24	osmotically inducible peroxiredoxin OsmC
141	222	276	234	b1483	CDS	ddpF		putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF
33	35	53	53	b1484	CDS	ddpD		putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD
23	36	46	47	b1485	CDS	ddpC		putative D,D-dipeptide ABC transporter membrane subunit DdpC
21	33	46	31	b1486	CDS	ddpB		putative D,D-dipeptide ABC transporter membrane subunit DdpB
66	129	123	103	b1487	CDS	ddpA		putative D,D-dipeptide ABC transporter periplasmic binding protein
18	47	46	34	b1488	CDS	ddpX	3.4.13.22	D-alanyl-D-alanine dipeptidase
534	1172	812	618	b1489	CDS	dosP	3.1.4.52	oxygen-sensing c-di-GMP phosphodiesterase DosP
919	1926	992	813	b1490	CDS	dosC	2.7.7.65	diguanylate cyclase DosC
2	0	0	3	b4746	CDS	yddY		protein YddY
160	269	137	87	b1491	CDS	digH		divisome localized glycosyl hydrolase
2997	4665	2007	1702	b1492	CDS	gadC		L-glutamate:4-aminobutyrate antiporter
4310.14	8449.4	3759.2	3065.44	b1493	CDS	gadB	4.1.1.15	glutamate decarboxylase B
147	328	134	98	b1494	CDS	pqqL		periplasmic metalloprotease
92	178	80	70	b1495	CDS	yddB		putative TonB-dependent receptor YddB
36	51	13	24	b1496	CDS	yddA		ABC transporter family protein YddA
6	14	0	0	b4747	CDS	yneP		protein YneP
8	12	3	5	b1497	CDS	ydeM		putative anaerobic sulfatase maturation enzyme YdeM
34	46	14	16	b1498	CDS	ydeN		putative sulfatase YdeN
12	28	6	3	b1499	CDS	ydeO		DNA-binding transcriptional dual regulator YdeO
2	0	0	2	b1500	CDS	safA		two-component system connector SafA
87	194	50	46	b1501	CDS	ydeP		putative oxidoreductase YdeP
2	14	3	2	b1502	CDS	ydeQ		putative fimbrial adhesin protein YdeQ
2	5	1	0	b1503	CDS	ydeR		putative fimbrial protein YdeR
3	13	2	0	b1504	CDS	ydeS		putative fimbrial protein YdeS
9	9	2	4	b1505	CDS	ydeT		fimbrial usher domain-containing protein YdeT
158	342	123	112	b1507	CDS	hipA		serine/threonine-protein kinase toxin HipA
36	63	26	19	b1508	CDS	hipB		antitoxin/DNA-binding transcriptional repressor HipB
100	226	102	91	b1511	CDS	lsrK	2.7.1.189	autoinducer-2 kinase
121	229	86	84	b1512	CDS	lsrR		DNA-binding transcriptional repressor LsrR
19	55	23	13	b1513	CDS	lsrA	7.6.2.13	Autoinducer-2 ABC transporter ATP binding subunit
6	21	9	12	b1514	CDS	lsrC	7.6.2.13	Autoinducer-2 ABC transporter membrane subunit LsrC
8	15	12	16	b1515	CDS	lsrD	7.6.2.13	Autoinducer-2 ABC transporter membrane subunit LsrD
28	63	60	30	b1516	CDS	lsrB	7.6.2.13	Autoinducer-2 ABC transporter periplasmic binding protein
34	79	38	50	b1517	CDS	lsrF	2.3.1.245	3-hydroxy-2,4-pentadione 5-phosphate thiolase
24	47	17	22	b1518	CDS	lsrG	5.3.1.32	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
233	551	279	222	b1519	CDS	tam	2.1.1.144	trans-aconitate 2-methyltransferase
245	557	298	192	b1520	CDS	yneE		PF01062 family inner membrane protein YneE
69	119	96	78	b1521	CDS	uxaB	1.1.1.58	tagaturonate reductase
179	325	250	189	b1522	CDS	dgcF		putative diguanylate cyclase DgcF
149	327	169	167	b1523	CDS	yneG		DUF4186 domain-containing protein YneG
172	427	334	243	b1524	CDS	glsB	3.5.1.2	glutaminase 2
164	373	298	260	b1525	CDS	sad	1.2.1.24	succinate semialdehyde dehydrogenase (NAD(P)(+)) Sad
67	174	99	92	b1526	CDS	yneJ		putative LysR-type DNA-binding transcriptional regulator YneJ
27	14	8	11	b1527	CDS	yneK		protein YneK
161	220	138	123	b1528	CDS	ydeA		L-arabinose exporter
313	638	346	337	b1529	CDS	marC		inner membrane protein MarC
62	137	67	61	b1530	CDS	marR		DNA-binding transcriptional repressor MarR
93	229	131	109	b1531	CDS	marA		DNA-binding transcriptional dual regulator MarA
50	123	74	72	b1532	CDS	marB		multiple antibiotic resistance protein MarB
362	789	481	421	b1533	CDS	eamA		cysteine/O-acetylserine exporter EamA
190	373	275	230	b1534	CDS	ydeE		dipeptide exporter
225	142	41	60	b4599	CDS	mgtS		small protein MgtS
170	255	20	32	b4775	CDS	mgtT		protein MgtT
414	565	139	160	b1535	CDS	dgcZ	2.7.7.65	diguanylate cyclase DgcZ
408	676	156	143	b1536	CDS	ydeI		BOF family protein YdeI
154	324	88	75	b1537	CDS	ydeJ		PF02464 family protein YdeJ
777	1604	1463	1000	b1538	CDS	dcp	3.4.15.5	peptidyl-dipeptidase Dcp
1707	4026	1822	1619	b1539	CDS	ydfG	1.1.1.298	3-hydroxy acid dehydrogenase YdfG
610	1406	614	506	b1540	CDS	ydfH		DNA-binding transcriptional repressor YdfH
40	75	46	31	b1541	CDS	ydfZ		putative selenoprotein YdfZ
36	115	30	35	b1542	CDS	ydfI		putative oxidoreductase YdfI
60	128	38	33	b1543	CDS	ydfJ		putative transporter YdfJ
1117.2	726.742	261.715	579.822	b4748	CDS	ynfT		Qin prophage; protein YnfT
989.107	3019.87	924.404	942.449	b1544	CDS	ydfK		Qin prophage; cold shock protein YdfK
177.633	395.61	144.056	232.486	b1545	CDS	pinQ		Qin prophage; putative recombinase PinQ
35.3668	55.6434	0.00954152	11.3783	b1546	CDS	tfaQ		Qin prophage; putative tail fiber assembly protein TfaQ
7.30425	21.8048	14.4792	9	b1547	CDS	stfQ		Qin prophage; putative prophage side tail fiber protein StfQ
10.682	16.9386	7.33458	9.78157	b1548	CDS	nohA		Qin prophage; putative prophage DNA-packaging protein NohA
0	0	0	0	b4533	CDS	ynfO		Qin prophage; DUF3950 domain-containing protein YnfO
16.4848	12.7368	6	5	b1549	CDS	ydfO		Qin prophage; DUF1398 domain-containing protein YdfO
3207	2150	341	637	b1550	CDS	gnsB		Qin prophage; protein GnsB
76	124	74	188	b1551	CDS	ynfN		Qin prophage; protein YnfN
29	21	17	39	b4749	CDS	ynfR		Qin prophage; protein YnfR
593	949	367	570	b4724	CDS	ynfQ		Qin prophage; protein YnfQ
2167	2990	1369	2186	b1552	CDS	cspI		Qin prophage; cold shock-like protein CspI
23.0118	27.0694	13.5127	14.8179	b1553	CDS	rzpQ		Qin prophage; DUF2514 domain-containing protein RzpQ
36.9882	22.9306	11.4873	20.1821	b4689	CDS	rzoQ		Qin prophage; putative lipoprotein RzoQ
4	20	2	12	b1554	CDS	rrrQ		Qin prophage; putative lysozyme
4	15	11	21	b1555	CDS	ydfR		Qin prophage; protein YdfR
4	22	22	33	b1556	CDS	essQ		Qin prophage; putative prophage lysis protein EssQ
463	650	179	220	b4776	CDS	ynfU		Qin prophage; putative zinc-binding protein YnfU
27362.7	21064	7384	15201.2	b1557	CDS	cspB		Qin prophage; cold shock-like protein CspB
379.718	409.583	278.64	230.232	b1558	CDS	cspF		Qin prophage; cold shock protein CspF
145	75	57	113	b4750	CDS	ynfS		Qin prophage; protein YnfS
61	126	36	74	b1559	CDS	ydfT		Qin prophage; putative antitermination protein Q
28	64	35	18	b1560	CDS	ydfU		Qin prophage; protein YdfU
16	34	15	15	b1561	CDS	rem		Qin prophage; protein Rem
117	237	129	105	b1562	CDS	hokD		Qin prophage; toxic protein HokD
208	494	257	250	b1563	CDS	relE		Qin prophage; mRNA interferase toxin RelE
147	239	121	97	b1564	CDS	relB		Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB
29	45	34	35	b1565	CDS	ydfV		Qin prophage; protein YdfV
124	126	186	172	b1566	CDS	flxA		Qin prophage; protein FlxA
6	17	11	6	b1567	CDS	ydfW		Qin prophage; uncharacterized protein YdfW
8	12	8	5	b1568	CDS	ydfX		Qin prophage; uncharacterized protein YdfX
5	1	1	4	b1569	CDS	dicC		Qin prophage; DNA-binding transcriptional regulator for DicB
514	1273	537	491	b1570	CDS	dicA		DNA-binding transcriptional dual regulator DicA
5	34	7	4	b1571	CDS	ydfA		Qin prophage; DUF1391 domain-containing protein YdfA
7	21	4	5	b1572	CDS	ydfB		Qin prophage; uncharacterized protein YdfB
22	41	21	8	b1573	CDS	ydfC		Qin prophage; uncharacterized protein YdfC
3	14	1	2	b1575	CDS	dicB		Qin prophage; cell division inhibition protein DicB
11	13	0	2	b1576	CDS	ydfD		Qin prophage; lysis protein
1	2	2	1	b4534	CDS	ynfP		protein YnfP
74	69	25	35	b1580	CDS	rspB		putative zinc-binding dehydrogenase RspB
24	67	25	24	b1581	CDS	rspA		mandelate racemase/muconate lactonizing enzyme family protein RspA
44	86	32	42	b1582	CDS	ynfA		putative transporter YnfA
367	853	348	338	b1583	CDS	ynfB		DUF1283 domain-containing protein YnfB
413	810	433	391	b1584	CDS	speG	2.3.1.57	spermidine N-acetyltransferase
303	602	252	216	b1585	CDS	ynfC		UPF0257 family lipoprotein YnfC
153	264	212	176	b1586	CDS	ynfD		DUF1161 domain-containing protein YnfD
113	256	139	152	b1587	CDS	ynfE	1.97.1.9	putative selenate reductase YnfE
129	268	201	190	b1588	CDS	ynfF	1.97.1.9	putative selenate reductase YnfF
18	29	42	42	b1589	CDS	ynfG	1.97.1.9	putative oxidoreductase YnfG
128	196	172	120	b1590	CDS	ynfH	1.97.1.9	putative menaquinol dehydrogenase
147	528	285	222	b1591	CDS	dmsD		redox enzyme maturation protein DmsD
60	128	82	55	b1592	CDS	clcB		putative chloride:H(+) antiporter ClcB
163	405	140	145	b1593	CDS	ynfK		putative dethiobiotin synthetase
295	550	300	238	b1594	CDS	mlc		DNA-binding transcriptional repressor Mlc
53	99	67	59	b1595	CDS	ynfL		putative DNA-binding transcriptional regulator
208	356	339	291	b1596	CDS	ynfM		putative transporter YnfM
16	43	42	21	b1597	CDS	asr		acid shock protein
1	5	4	2	b4601	CDS	ydgU		uncharacterized protein YdgU
593	1274	508	464	b1598	CDS	ydgD		putative serine protease YdgD
21	59	25	32	b1599	CDS	mdtI		multidrug/spermidine efflux pump membrane subunit MdtI
127	137	56	53	b1600	CDS	mdtJ		multidrug/spermidine efflux pump membrane subunit MdtJ
47	32	17	20	b4777	CDS	ydgV		protein YdgV
111	191	82	93	b1601	CDS	tqsA		autoinducer 2 exporter
4205	8564	7328	6149	b1602	CDS	pntB	7.1.1.1	pyridine nucleotide transhydrogenase subunit beta
5049	13021	7528	6367	b1603	CDS	pntA	7.1.1.1	pyridine nucleotide transhydrogenase subunit alpha
1276	2536	1830	1583	b1604	CDS	ydgH		DUF1471 domain-containing protein YdgH
121	271	168	163	b1605	CDS	ydgI		putative arginine:ornithine antiporter
177	428	284	199	b1606	CDS	folM	1.5.1.3	dihydromonapterin reductase
89	142	93	81	b1607	CDS	ydgC		GlpM family protein
295	592	228	224	b1608	CDS	rstA		DNA-binding transcriptional regulator RstA
350	677	319	249	b1609	CDS	rstB	2.7.13.3	sensory histidine kinase RstB
149	334	215	185	b1610	CDS	tus		DNA replication terminus site-binding protein
340	1017	1009	747	b1611	CDS	fumC	4.2.1.2	fumarase C
922	2031	1669	1306	b1612	CDS	fumA	4.2.1.2	fumarase A
587	1292	636	534	b1613	CDS	manA	5.3.1.8	mannose-6-phosphate isomerase
5514	14795	9414	8805	b1614	CDS	ydgA		DUF945 domain-containing protein YdgA
21	13	11	11	b1615	CDS	uidC		outer membrane porin family protein UidC
12	23	11	8	b1616	CDS	uidB		glucuronide:H(+) symporter
24	57	57	52	b1617	CDS	uidA	3.2.1.31	beta-glucuronidase
583	1320	713	646	b1618	CDS	uidR		DNA-binding transcriptional repressor UidR
1662	3323	1319	1172	b1619	CDS	hdhA	1.1.1.159	7-alpha-hydroxysteroid dehydrogenase
160	392	180	191	b1620	CDS	malI		DNA-binding transcriptional repressor MalI
114	352	171	152	b1621	CDS	malX		PTS enzyme IIBC component MalX
138	372	189	142	b1622	CDS	malY	4.4.1.1	negative regulator of MalT activity/cystathionine beta-lyase
210	383	343	313	b1623	CDS	add	3.5.4.4	adenosine deaminase
730	1599	1128	984	b1624	CDS	ydgJ		putative oxidoreductase YdgJ
215	300	50	44	b4409	CDS	blr		beta-lactam resistance protein
111	149	37	32	b1625	CDS	cnu		H-NS- and StpA-binding protein
288	475	140	147	b1626	CDS	ydgK		DUF2569 domain-containing inner membrane protein YdgK
243	553	371	241	b1627	CDS	rsxA		SoxR [2Fe-2S] reducing system protein RsxA
145	424	381	287	b1628	CDS	rsxB		SoxR [2Fe-2S] reducing system protein RsxB
663	1581	1335	1004	b1629	CDS	rsxC		SoxR [2Fe-2S] reducing system protein RsxC
255	431	489	398	b1630	CDS	rsxD		SoxR [2Fe-2S] reducing system protein RsxD
147	419	344	367	b1631	CDS	rsxG		SoxR [2Fe-2S] reducing system protein RsxG
126	363	330	254	b1632	CDS	rsxE		SoxR [2Fe-2S] reducing system protein RsxE
185	403	298	349	b1633	CDS	nth		endonuclease III
276	583	207	198	b1634	CDS	dtpA		dipeptide/tripeptide:H(+) symporter DtpA
308	765	364	314	b1635	CDS	gstA	2.5.1.18	glutathione S-transferase GstA
346	830	618	534	b1636	CDS	pdxY	2.7.1.35	pyridoxal kinase 2
2284	5743	3860	3175	b1637	CDS	tyrS	6.1.1.1	tyrosine--tRNA ligase
408	1046	591	508	b1638	CDS	pdxH	1.4.3.5	pyridoxine/pyridoxamine 5'-phosphate oxidase
97	173	57	41	b1639	CDS	mliC		inhibitor of c-type lysozyme, putative lipoprotein
268	658	348	314	b1640	CDS	anmK	2.7.1.170	anhydro-N-acetylmuramic acid kinase
3230	5671	2546	2222	b1641	CDS	slyB		outer membrane lipoprotein SlyB
1268	3530	1153	1151	b1642	CDS	slyA		DNA-binding transcriptional dual regulator SlyA
81	135	74	48	b1643	CDS	ydhI		DUF1656 domain-containing protein YdhI
59	117	84	78	b1644	CDS	ydhJ		putative membrane fusion protein YdhJ
174	334	318	268	b1645	CDS	ydhK		putative transporter YdhK
813	1632	1378	1362	b1646	CDS	sodC	1.15.1.1	superoxide dismutase (Cu-Zn)
512	1226	835	623	b1647	CDS	ydhF		putative oxidoreductase YdhF
33	76	28	18	b1648	CDS	ydhL		DUF1289 domain-containing protein YdhL
70	142	91	69	b1649	CDS	nemR		DNA-binding transcriptional repressor NemR
599	1375	1110	961	b1650	CDS	nemA		N-ethylmaleimide reductase
820	1285	1073	1049	b1651	CDS	gloA	4.4.1.5	glyoxalase I
241	471	519	403	b1652	CDS	rnt		RNase T
525	1029	1039	899	b1653	CDS	lhr		putative ATP-dependent helicase Lhr
1649	4102	1727	1587	b1654	CDS	grxD		glutaredoxin 4
128	301	129	97	b1655	CDS	mepH		peptidoglycan DD-endopeptidase MepH
3022	7568	1563	1307	b1656	CDS	sodB	1.15.1.1	superoxide dismutase (Fe)
355	825	471	430	b1657	CDS	ydhP		putative transporter YdhP
95	89	37	27	b4602	CDS	cydH	7.1.1.7	cytochrome bd-I ubiquinol oxidase accessory subunit CydH
1120	2799	1417	987	b1658	CDS	purR		DNA-binding transcriptional repressor PurR
117	246	134	100	b1659	CDS	ydhB		putative LysR family DNA-binding transcriptional regulator YdhB
89	195	109	73	b1660	CDS	ydhC		putative transporter YdhC
2709	5522	2112	1615	b1661	CDS	cfa	2.1.1.79	cyclopropane fatty acyl phospholipid synthase
865	1965	851	775	b1662	CDS	ribC	2.5.1.9	riboflavin synthase
448	731	493	448	b1663	CDS	mdtK		multidrug efflux pump MdtK
1916	3533	2156	2034	b1664	CDS	ydhQ		putative adhesin-related protein YdhQ
42.8276	35.4444	18.8571	17.3333	b1665	tRNA	valV		tRNA-Val
3.17241	8.55556	3.14286	2.66667	b1666	tRNA	valW		tRNA-Val
608	1273	521	484	b1667	CDS	ydhR		putative monooxygenase YdhR
1025	2457	1365	1127	b1668	CDS	ydhS		FAD/NAD(P) binding domain-containing protein YdhS
78	163	112	88	b1669	CDS	ydhT		uncharacterized protein YdhT
19	54	37	34	b1670	CDS	ydhU		putative cytochrome YdhU
21	11	12	14	b1671	CDS	ydhX		putative 4Fe-4S ferredoxin-like protein YdhX
12	39	19	25	b1672	CDS	ydhW		uncharacterized protein YdhW
27	55	26	27	b1673	CDS	ydhV		putative oxidoreductase YdhV
10	21	7	4	b1674	CDS	ydhY		putative 4Fe-4S ferredoxin-like protein YdhY
231	176	77	69	b1675	CDS	fumD	4.2.1.2	fumarase D
7931	22569	14814	12593	b1676	CDS	pykF	2.7.1.40	pyruvate kinase I
133885	273493	80725	87365	b1677	CDS	lpp		murein lipoprotein
1043	2135	1298	1251	b1678	CDS	ldtE		L,D-transpeptidase LdtE
282	539	551	544	b1679	CDS	sufE		sulfur carrier protein SufE
615	1173	1654	1404	b1680	CDS	sufS	2.8.1.7	L-cysteine desulfurase
635	1357	2025	1735	b1681	CDS	sufD		Fe-S cluster scaffold complex subunit SufD
472	757	1161	1018	b1682	CDS	sufC		Fe-S cluster scaffold complex subunit SufC
975	1748	1992	1709	b1683	CDS	sufB		Fe-S cluster scaffold complex subunit SufB
198	355	274	287	b1684	CDS	sufA		iron-sulfur cluster insertion protein SufA
560	979	748	719	b1685	CDS	ydiH		uncharacterized protein YdiH
273	523	425	365	b1686	CDS	menI	3.1.2.28	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
2448	4608	4797	3782	b1687	CDS	ydiJ		putative FAD-linked oxidoreductase
454	870	601	524	b1688	CDS	ydiK		putative transporter YdiK
7	12	3	4	b1689	CDS	ydiL		DUF1870 domain-containing protein YdiL
6	12	3	0	b1690	CDS	ydiM		putative exporter YdiM
1	6	1	2	b1691	CDS	ydiN		putative transporter YdiN
17	30	11	12	b1692	CDS	ydiB	1.1.1.282	quinate/shikimate dehydrogenase
143	405	286	221	b1693	CDS	aroD	4.2.1.10	3-dehydroquinate dehydratase
12	33	17	20	b1694	CDS	ydiF	2.8.3.9	putative acetate-CoA transferase YdiF
18	20	18	10	b1695	CDS	ydiO		putative acyl-CoA dehydrogenase YdiO
28	35	9	9	b1696	CDS	ydiP		putative DNA-binding transcriptional regulator YdiP
6	35	19	22	b1697	CDS	ydiQ		putative electron transfer flavoprotein subunit YdiQ
13	42	27	33	b1698	CDS	ydiR		putative electron transfer flavoprotein subunit YdiR
25	63	32	20	b1699	CDS	ydiS		putative electron transfer flavoprotein-quinone oxidoreductase YdiS
1	3	4	1	b1700	CDS	ydiT		ferredoxin-like protein YdiT
43	95	64	43	b1701	CDS	fadK	6.2.1.3	short chain acyl-CoA synthetase
2317	6440	2129	1587	b1702	CDS	ppsA	2.7.9.2	phosphoenolpyruvate synthetase
228	466	188	173	b1703	CDS	ppsR		phosphoenolpyruvate synthetase regulatory protein
480	1108	623	492	b1704	CDS	aroH	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive
123	222	155	172	b1705	CDS	ydiE		PF10636 family protein YdiE
1196	2704	3127	3063	b1706	CDS	ydiU		UPF0061 family protein YdiU
411	667	298	284	b1707	CDS	rflP		anti-FlhDC factor RflP
562	1159	762	673	b1708	CDS	nlpC		NlpC/P60 family lipoprotein NlpC
594	1619	1318	1095	b1709	CDS	btuD	7.6.2.8	vitamin B12 ABC transporter ATP binding subunit
1298	3116	2243	1955	b1710	CDS	btuE	1.11.1.9	thioredoxin/glutathione peroxidase
180	277	243	210	b1711	CDS	btuC	7.6.2.8	vitamin B12 ABC transporter membrane subunit
4347	10559	5209	4867	b1712	CDS	ihfA		integration host factor subunit alpha
4678	11364	10121	8425	b1713	CDS	pheT	6.1.1.20	phenylalanine--tRNA ligase subunit beta
1165	2205	2408	1840	b1714	CDS	pheS	6.1.1.20	phenylalanine--tRNA ligase subunit alpha
7	6	6	6	b1715	CDS	pheM		pheST-ihfA operon leader peptide
11415	25489	14704	13093	b1716	CDS	rplT		50S ribosomal subunit protein L20
4297	14419	8799	7954	b1717	CDS	rpmI		50S ribosomal subunit protein L35
17547	46994	26657	24030	b1718	CDS	infC		translation initiation factor IF-3
10587	23400	16481	15269	b1719	CDS	thrS	6.1.1.3	threonine--tRNA ligase
4	6	4	5	b4535	CDS	yniD		uncharacterized protein YniD
218	407	279	243	b1722	CDS	ydiY		acid-inducible putative outer membrane protein YdiY
907	1948	1131	1042	b1723	CDS	pfkB	2.7.1.11	6-phosphofructokinase 2
