id	type	gene	version	description
PaeAG1_01562	CDS	cdsA		phosphatidate cytidylyltransferase
PaeAG1_01563	CDS	dxr		1-deoxy-D-xylulose 5-phosphate reductoisomerase
PaeAG1_01564	CDS			zinc metalloprotease
PaeAG1_01565	CDS	opr86		outer membrane protein Opr86
PaeAG1_01566	CDS	skp		Chaperone protein Skp
PaeAG1_01567	CDS	lpxD	2.3.1.-	UDP-3-O-acylglucosamine N-acyltransferase
PaeAG1_01568	CDS	fabZ	4.2.1.-	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
PaeAG1_01569	CDS	lpxA	2.3.1.129	acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase
PaeAG1_01570	CDS	lpxB	2.4.1.182	lipid-A-disaccharide synthase
PaeAG1_01571	CDS	rnhB	3.1.26.4	ribonuclease HII
PaeAG1_01572	CDS			amino acid permease
PaeAG1_01573	CDS	dnaE	2.7.7.7	DNA polymerase III subunit alpha
PaeAG1_01574	CDS	accA	6.4.1.2	acetyl-CoA carboxylase carboxyltransferase subunit alpha
PaeAG1_01575	CDS			tRNA(Ile)-lysidine synthase
PaeAG1_01576	CDS	pyrG_1	6.3.4.2	CTP synthetase
PaeAG1_01577	CDS	kdsA	2.5.1.55	2-dehydro-3-deoxyphosphooctonate aldolase
PaeAG1_01578	CDS	eno	4.2.1.11	enolase
PaeAG1_01579	CDS			cell division protein FtsB
PaeAG1_01580	CDS	ygbP	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PaeAG1_01581	CDS	yedF		Putative sulfur carrier protein YedF
PaeAG1_01582	CDS			hypothetical protein
PaeAG1_01583	CDS	gfnR_2		glutathione-dependent formaldehyde neutralization regulator GfnR
PaeAG1_01584	CDS	adhC_2		alcohol dehydrogenase
PaeAG1_01585	CDS			esterase
PaeAG1_01586	CDS	ygbB	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
PaeAG1_01587	CDS		5.4.99.-	tRNA pseudouridine synthase D
PaeAG1_01588	CDS	surE	3.1.3.5	5'-nucleotidase SurE
PaeAG1_01589	CDS	pcm	2.1.1.77	protein-L-isoaspartate O-methyltransferase
PaeAG1_01590	CDS			hypothetical protein
PaeAG1_01591	CDS	rpoS		RNA polymerase sigma factor RpoS
PaeAG1_01592	CDS	fdxA		ferredoxin I
PaeAG1_01593	CDS	mutS		DNA mismatch repair protein MutS
PaeAG1_01594	CDS	tolB_1		Protein TolB
PaeAG1_01595	CDS	pncC_1	3.5.1.42	Nicotinamide-nucleotide amidohydrolase PncC
PaeAG1_01596	CDS	recA		recombinase A
PaeAG1_01597	CDS			recombination regulator RecX
PaeAG1_01598	CDS			hypothetical protein
PaeAG1_01599	CDS		3.1.-.-	Ribonuclease
PaeAG1_01600	CDS		4.1.2.-	phosphoketolase
PaeAG1_01601	CDS			hypothetical protein
PaeAG1_01602	CDS			hypothetical protein
PaeAG1_01603	CDS	potD		polyamine ABC transporter substrate-binding protein PotD
PaeAG1_01604	CDS	potC		polyamine ABC transporter permease PotC
PaeAG1_01605	CDS	potB		polyamine ABC transporter permease PotB
PaeAG1_01606	CDS	potA		polyamine transporter ATP-binding protein PotA
PaeAG1_01607	CDS			hypothetical protein
PaeAG1_01608	CDS			hypothetical protein
PaeAG1_01609	CDS	erdR		response regulator ErdR
PaeAG1_01610	CDS	dgkA		diacylglycerol kinase
PaeAG1_01611	CDS			hypothetical protein
PaeAG1_01612	CDS			50S ribosomal protein L31 type B
PaeAG1_01613	CDS			50S ribosomal protein L36
PaeAG1_01614	CDS			transcriptional regulator
PaeAG1_01615	CDS	amiE_1	3.5.1.4	acylamide amidohydrolase
PaeAG1_01616	CDS			amino acid permease
PaeAG1_01617	CDS			methylated-DNA--protein-cysteine methyltransferase
PaeAG1_01618	CDS			major facilitator superfamily transporter
PaeAG1_01619	CDS			transcriptional regulator
PaeAG1_01620	CDS			acyl-CoA dehydrogenase
PaeAG1_01621	CDS	yfdE_2	2.8.3.19	Acetyl-CoA:oxalate CoA-transferase
PaeAG1_01622	CDS		4.2.1.17	enoyl-CoA hydratase
PaeAG1_01623	CDS		1.1.1.157	3-hydroxyacyl-CoA dehydrogenase
PaeAG1_01624	CDS		2.3.1.9	acetyl-CoA acetyltransferase
PaeAG1_01625	CDS			porin
PaeAG1_01626	CDS	metR		transcriptional regulator MetR
PaeAG1_01627	CDS			hydrolase
PaeAG1_01628	CDS	glpM		membrane protein GlpM
PaeAG1_01629	CDS	glpD	1.1.5.3	glycerol-3-phosphate dehydrogenase
PaeAG1_01630	CDS	glpR		glycerol-3-phosphate regulon repressor
PaeAG1_01631	CDS	glpK	2.7.1.30	glycerol kinase
PaeAG1_01632	CDS	glpF		glycerol uptake facilitator protein
PaeAG1_01633	CDS	ybaK	4.2.-.-	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
PaeAG1_01634	CDS		2.7.1.30	glycerol kinase
PaeAG1_01635	CDS			isomerase
PaeAG1_01636	CDS			hypothetical protein
PaeAG1_01637	CDS			cytochrome b561
PaeAG1_01638	CDS			copper chaperone CopZ
PaeAG1_01639	CDS	nalD		transcriptional regulator
PaeAG1_01640	CDS			major facilitator superfamily transporter
PaeAG1_01641	CDS			hypothetical protein
PaeAG1_01642	CDS	mmsR_1		transcriptional regulator MmsR
PaeAG1_01643	CDS	mmsA		methylmalonate-semialdehyde dehydrogenase
PaeAG1_01644	CDS	mmsB		3-hydroxyisobutyrate dehydrogenase
PaeAG1_01645	CDS			propionyl-CoA synthetase
PaeAG1_01646	CDS			oxidoreductase
PaeAG1_01647	CDS	ycnE	1.-.-.-	Putative monooxygenase YcnE
PaeAG1_01648	CDS			transcriptional regulator
PaeAG1_01649	CDS			hypothetical protein
PaeAG1_01650	CDS	mttC_1		secretion protein MttC
PaeAG1_01651	CDS	fruR		FruR family transcriptional regulator
PaeAG1_01652	CDS	fruI		PTS system fructose-specific transporter subunit FruI
PaeAG1_01653	CDS	fruK		1-phosphofructokinase
PaeAG1_01654	CDS	fruA		PTS system fructose-specific transporter subunit IIBC
PaeAG1_01655	CDS			nucleotide sugar dehydrogenase
PaeAG1_01656	CDS	arnF		4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
PaeAG1_01657	CDS	arnE		4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
PaeAG1_01658	CDS	arnT_1		4-amino-4-deoxy-L-arabinose lipid A transferase
PaeAG1_01659	CDS	arnD_1		4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase ArnD
PaeAG1_01660	CDS	arnD_2		4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase ArnD
PaeAG1_01661	CDS	arnA		bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase
PaeAG1_01662	CDS	arnC		undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
PaeAG1_01663	CDS	arnB_1		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
PaeAG1_01664	CDS	algA		bifunctional mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
PaeAG1_01665	CDS	algF		alginate o-acetyltransferase AlgF
PaeAG1_01666	CDS	algJ		alginate o-acetylase AlgJ
PaeAG1_01667	CDS	algI		alginate o-acetylase AlgI
PaeAG1_01668	CDS	algL	4.2.2.3	alginate lyase
PaeAG1_01669	CDS	algX		alginate biosynthesis protein AlgX
PaeAG1_01670	CDS	algG		alginate-c5-mannuronan-epimerase AlgG
PaeAG1_01671	CDS	algE		alginate production protein AlgE
PaeAG1_01672	CDS	algK		alginate biosynthesis protein AlgK
PaeAG1_01673	CDS	alg44		alginate biosynthesis protein Alg44
PaeAG1_01674	CDS	alg8		glycosyltransferase alg8
PaeAG1_01675	CDS	algD		GDP-mannose 6-dehydrogenase AlgD
PaeAG1_01676	CDS			hypothetical protein
PaeAG1_01677	CDS			ABC transporter ATP-binding protein
PaeAG1_01678	CDS	argF	2.1.3.3	ornithine carbamoyltransferase
PaeAG1_01679	CDS			hypothetical protein
PaeAG1_01680	CDS			serine protease
PaeAG1_01681	CDS			oxidoreductase
PaeAG1_01682	CDS	grxD		Glutaredoxin 4
PaeAG1_01683	CDS	ybjJ		Inner membrane protein YbjJ
PaeAG1_01684	CDS	bfrB		bacterioferritin
PaeAG1_01685	CDS			hypothetical protein
PaeAG1_01686	CDS			peroxidase
PaeAG1_01687	CDS	rnt	3.1.13.-	ribonuclease T
PaeAG1_01688	CDS	pyrC	3.5.2.3	dihydroorotase
PaeAG1_01689	CDS			hypothetical protein
PaeAG1_01690	CDS	argG	6.3.4.5	argininosuccinate synthase
PaeAG1_01691	CDS	gloA1		lactoylglutathione lyase
PaeAG1_01692	CDS			resistance-nodulation-cell division (RND) efflux membrane fusion protein
PaeAG1_01693	CDS			resistance-nodulation-cell division (RND) efflux transporter
PaeAG1_01694	CDS	oprN_2		multidrug efflux outer membrane protein OprN
PaeAG1_01695	CDS			copper chaperone CopZ
PaeAG1_01696	CDS			hypothetical protein
PaeAG1_01697	CDS			hypothetical protein
PaeAG1_01698	CDS		4.3.2.2	adenylosuccinate lyase
PaeAG1_01699	CDS		4.3.2.2	adenylosuccinate lyase
PaeAG1_01700	CDS	ubiG_1	2.1.1.222	Ubiquinone biosynthesis O-methyltransferase
PaeAG1_01701	CDS			hypothetical protein
PaeAG1_01702	CDS	nth		endonuclease III
PaeAG1_01703	CDS			electron transport complex subunit E
PaeAG1_01704	CDS			electron transport complex subunit G
PaeAG1_01705	CDS			electron transport complex subunit D
PaeAG1_01706	CDS			electron transport complex subunit C
PaeAG1_01707	CDS			electron transport complex subunit B
PaeAG1_01708	CDS			electron transport complex subunit A
PaeAG1_01709	CDS			hypothetical protein
PaeAG1_01710	CDS			hypothetical protein
PaeAG1_01711	CDS			hypothetical protein
PaeAG1_01712	CDS	metG	6.1.1.10	methionine--tRNA ligase
PaeAG1_01713	CDS	apbC		Iron-sulfur cluster carrier protein
PaeAG1_01714	CDS		3.5.4.13	deoxycytidine triphosphate deaminase
PaeAG1_01715	CDS	rhlA		rhamnosyltransferase subunit A
PaeAG1_01716	CDS	rhlB_2		rhamnosyltransferase subunit B
PaeAG1_01717	CDS	rhlR		transcriptional regulator RhlR
PaeAG1_01718	CDS	rhlI		acyl-homoserine-lactone synthase
PaeAG1_01719	CDS	pheC		cyclohexadienyl dehydratase
PaeAG1_01720	CDS			hypothetical protein
PaeAG1_01721	CDS			chloramphenicol-sensitive protein RarD
PaeAG1_01722	CDS			hypothetical protein
PaeAG1_01723	CDS		1.1.1.38	NAD-dependent malic enzyme
PaeAG1_01724	CDS			hypothetical protein
PaeAG1_01725	CDS	yyaP		putative protein YyaP
PaeAG1_01726	CDS	ybdG		Miniconductance mechanosensitive channel YbdG
PaeAG1_01727	CDS			major facilitator superfamily transporter
PaeAG1_01728	CDS			ATP-dependent RNA helicase
PaeAG1_01729	CDS			major facilitator superfamily transporter
PaeAG1_01730	CDS			hypothetical protein
PaeAG1_01731	CDS			hypothetical protein
PaeAG1_01732	CDS			sensor/response regulator hybrid protein
PaeAG1_01733	CDS			hypothetical protein
PaeAG1_01734	CDS			acetyltransferase
PaeAG1_01735	CDS			glutamine amidotransferase
PaeAG1_01736	CDS			transcriptional regulator
PaeAG1_01737	CDS			hypothetical protein
PaeAG1_01738	CDS			tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
PaeAG1_01739	CDS		2.7.4.-	Polyphosphate:AMP phosphotransferase
PaeAG1_01740	CDS			acyl-CoA thiolase
PaeAG1_01741	CDS			hypothetical protein
PaeAG1_01742	CDS	mqoA	1.1.5.4	malate:quinone oxidoreductase
PaeAG1_01743	CDS			hypothetical protein
PaeAG1_01744	CDS			antioxidant protein
PaeAG1_01745	CDS	ssuA_1		Putative aliphatic sulfonates-binding protein
PaeAG1_01746	CDS			ABC transporter permease
PaeAG1_01747	CDS			ABC transporter ATP-binding protein
PaeAG1_01748	CDS			NAD(P)H-dependent FMN reductase
PaeAG1_01749	CDS	ssuA_2		Putative aliphatic sulfonates-binding protein
PaeAG1_01750	CDS		1.14.14.5	alkanesulfonate monooxygenase
PaeAG1_01751	CDS			ABC transporter permease
PaeAG1_01752	CDS			aliphatic sulfonates ABC transporter ATP-binding subunit
PaeAG1_01753	CDS			molybdopterin-binding protein
PaeAG1_01754	CDS			type III effector protein
PaeAG1_01755	CDS			hypothetical protein
PaeAG1_01756	CDS	folX		D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase
PaeAG1_01757	CDS	folE1	3.5.4.16	GTP cyclohydrolase I
PaeAG1_01758	CDS	folM		short-chain dehydrogenase
PaeAG1_01759	CDS			hypothetical protein
PaeAG1_01760	CDS			flavodoxin
PaeAG1_01761	CDS			transposase
PaeAG1_01762	CDS			transcriptional regulator
PaeAG1_01763	CDS	cidA_2		Holin-like protein CidA
PaeAG1_01764	CDS	yohK_2		Inner membrane protein YohK
PaeAG1_01765	CDS			aldolase
PaeAG1_01766	CDS			epoxide hydrolase
PaeAG1_01767	CDS			hypothetical protein
PaeAG1_01768	CDS			short-chain dehydrogenase
PaeAG1_01769	CDS		4.2.1.17	enoyl-CoA hydratase
PaeAG1_01770	CDS			hypothetical protein
PaeAG1_01771	CDS			oxidoreductase
PaeAG1_01772	CDS			transcriptional regulator
PaeAG1_01773	CDS	gbt_2		glycine betaine transmethylase
PaeAG1_01774	CDS			hypothetical protein
PaeAG1_01775	CDS			transcriptional regulator
PaeAG1_01776	CDS			hypothetical protein
PaeAG1_01777	CDS	ldh		leucine dehydrogenase
PaeAG1_01778	CDS			pyruvate dehydrogenase E1 component subunit alpha
PaeAG1_01779	CDS			pyruvate dehydrogenase E1 component subunit beta
PaeAG1_01780	CDS			branched-chain alpha-keto acid dehydrogenase subunit E2
PaeAG1_01781	CDS			hypothetical protein
PaeAG1_01782	CDS			hypothetical protein
PaeAG1_01783	CDS			hypothetical protein
PaeAG1_01784	CDS			hypothetical protein
PaeAG1_01785	CDS			hypothetical protein
PaeAG1_01786	CDS			ECF subfamily sigma-70 factor
PaeAG1_01787	CDS			transmembrane sensor
PaeAG1_01788	CDS	hasR		heme uptake outer membrane receptor HasR
PaeAG1_01789	CDS	hasAp		heme acquisition protein HasA
PaeAG1_01790	CDS	hasD		transporter HasD
PaeAG1_01791	CDS	hasE		metalloprotease secretion protein
PaeAG1_01792	CDS	aprF_1		alkaline protease secretion protein AprF
PaeAG1_01793	CDS			hypothetical protein
PaeAG1_01794	CDS	psiE		Protein PsiE
PaeAG1_01795	CDS			secretion protein
PaeAG1_01796	CDS			hypothetical protein
PaeAG1_01797	CDS			hypothetical protein
PaeAG1_01798	CDS			hypothetical protein
PaeAG1_01799	CDS			transcriptional regulator
PaeAG1_01800	CDS	fpr		ferredoxin-NADP reductase
PaeAG1_01801	CDS	nosL		acessory protein NosL
PaeAG1_01802	CDS	nosY		membrane protein NosY
PaeAG1_01803	CDS	nosF		copper ABC transporter ATP-binding protein
PaeAG1_01804	CDS	nosD		copper-binding periplasmic protein
PaeAG1_01805	CDS	nosZ		nitrous-oxide reductase
PaeAG1_01806	CDS	nosR		regulatory protein NosR
PaeAG1_01807	CDS			ring-cleaving dioxygenase
PaeAG1_01808	CDS	lsrG	5.3.1.32	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
PaeAG1_01809	CDS			S-adenosylmethionine-dependent methyltransferase RcsF
PaeAG1_01810	CDS	rhlG		3-oxoacyl-ACP reductase
PaeAG1_01811	CDS			hypothetical protein
PaeAG1_01812	CDS	amrZ		alginate and motility regulator Z
PaeAG1_01813	CDS	phnC_2		phosphonate ABC transporter ATP-binding protein
PaeAG1_01814	CDS			phosphonate ABC transporter substrate-binding protein
PaeAG1_01815	CDS	phnE_2		phosphonate transporter PhnE
PaeAG1_01816	CDS			transcriptional regulator
PaeAG1_01817	CDS	phnG	2.7.8.37	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
PaeAG1_01818	CDS			carbon-phosphorus lyase complex subunit
PaeAG1_01819	CDS	phnI	2.7.8.37	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
PaeAG1_01820	CDS	phnJ	4.7.1.1	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
PaeAG1_01821	CDS			phosphonate C-P lyase system protein PhnK
PaeAG1_01822	CDS			ABC transporter ATP-binding protein
PaeAG1_01823	CDS	phnM	3.6.1.63	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
PaeAG1_01824	CDS	phnN	2.7.4.23	Ribose 1,5-bisphosphate phosphokinase PhnN
PaeAG1_01825	CDS			carbon-phosphorus lyase complex accessory protein
PaeAG1_01826	CDS			hypothetical protein
PaeAG1_01827	CDS			hypothetical protein
PaeAG1_01828	CDS			hypothetical protein
PaeAG1_01829	CDS			acetyltransferase
PaeAG1_01830	tRNA			tRNA-Arg
PaeAG1_01831	CDS			hypothetical protein
PaeAG1_01832	CDS	amiE_2	3.5.1.4	acylamide amidohydrolase
PaeAG1_01833	CDS			chaperone
PaeAG1_01834	CDS	amiC_2		aliphatic amidase expression-regulating protein
PaeAG1_01835	CDS	amiR		aliphatic amidase regulator
PaeAG1_01836	CDS			transporter protein AmiS
PaeAG1_01837	CDS	lecB		fucose-binding lectin PA-IIL
PaeAG1_01838	CDS			secretion protein
PaeAG1_01839	CDS			hypothetical protein
PaeAG1_01840	CDS			hypothetical protein
PaeAG1_01841	CDS	dsdA	4.3.1.18	D-serine dehydratase
PaeAG1_01842	CDS	spuB_2		glutamine synthetase
PaeAG1_01843	CDS			major facilitator superfamily transporter
PaeAG1_01844	tRNA			tRNA-Arg
PaeAG1_01845	CDS	ycgR		Flagellar brake protein YcgR
PaeAG1_01846	CDS			hypothetical protein
PaeAG1_01847	CDS	flgM		protein FlgM
PaeAG1_01848	CDS			flagellar basal body P-ring biosynthesis protein FlgA
PaeAG1_01849	CDS			chemotaxis protein
PaeAG1_01850	CDS			chemotaxis protein methyltransferase
PaeAG1_01851	CDS			STAS-domain containing protein
PaeAG1_01852	CDS			two-component response regulator
PaeAG1_01853	CDS			hypothetical protein
PaeAG1_01854	CDS	recQ		ATP-dependent DNA helicase RecQ
PaeAG1_01855	CDS			hypothetical protein
PaeAG1_01856	CDS			hypothetical protein
PaeAG1_01857	CDS			transcriptional regulator
PaeAG1_01858	CDS			hypothetical protein
PaeAG1_01859	CDS	plpD		patatin-like protein
PaeAG1_01860	CDS			hypothetical protein
PaeAG1_01861	CDS	rfaD		ADP-L-glycero-D-mannoheptose-6-epimerase
PaeAG1_01862	CDS			major facilitator superfamily transporter
PaeAG1_01863	CDS			hypothetical protein
PaeAG1_01864	CDS			acyl carrier protein
PaeAG1_01865	CDS	fabH2	2.3.1.180	3-oxoacyl-ACP synthase III
PaeAG1_01866	CDS			putative PhzA/B-like protein
PaeAG1_01867	CDS			cytochrome P450
PaeAG1_01868	CDS			short-chain dehydrogenase
PaeAG1_01869	CDS			hypothetical protein
PaeAG1_01870	CDS			FAD-dependent monooxygenase
PaeAG1_01871	CDS			non-ribosomal peptide synthetase
PaeAG1_01872	CDS			ATP-dependent Clp protease proteolytic subunit
PaeAG1_01873	CDS			hypothetical protein
PaeAG1_01874	CDS			short-chain dehydrogenase
PaeAG1_01875	CDS			hypothetical protein
PaeAG1_01876	CDS			hypothetical protein
PaeAG1_01877	CDS			transcriptional regulator
PaeAG1_01878	CDS			hypothetical protein
PaeAG1_01879	CDS	plcN		non-hemolytic phospholipase C
PaeAG1_01880	CDS			hypothetical protein
PaeAG1_01881	CDS			hypothetical protein
PaeAG1_01882	CDS			ABC transporter permease
PaeAG1_01883	CDS			phosphonates ABC transporter permease
PaeAG1_01884	CDS			phosphonates ABC transporter ATP-binding protein
PaeAG1_01885	CDS			phosphonate ABC transporter substrate-binding protein
PaeAG1_01886	CDS			3-hydroxyisobutyrate dehydrogenase
PaeAG1_01887	CDS			signaling protein
PaeAG1_01888	CDS	eptA_1	2.7.-.-	Phosphoethanolamine transferase EptA
PaeAG1_01889	CDS			Putative universal stress protein
PaeAG1_01890	CDS			RNA polymerase-associated protein RapA
PaeAG1_01891	CDS			hypothetical protein
PaeAG1_01892	CDS			hypothetical protein
PaeAG1_01893	CDS			hypothetical protein
PaeAG1_01894	CDS			hypothetical protein
PaeAG1_01895	CDS	aaeB_2		p-hydroxybenzoic acid efflux pump subunit AaeB
PaeAG1_01896	CDS			hypothetical protein
PaeAG1_01897	CDS			secretion protein
PaeAG1_01898	CDS			major facilitator superfamily transporter
PaeAG1_01899	CDS	phaJ	4.2.1.119	(R)-specific enoyl-CoA hydratase
PaeAG1_01900	CDS		3.1.1.23	Monoacylglycerol lipase
PaeAG1_01901	CDS	fadD2		long-chain-fatty-acid--CoA ligase
PaeAG1_01902	CDS	fadD1		long-chain-fatty-acid--CoA ligase
PaeAG1_01903	CDS			hypothetical protein
PaeAG1_01904	CDS			ATP-dependent helicase
PaeAG1_01905	CDS	phoA		alkaline phosphatase
PaeAG1_01906	CDS			HIT family protein
PaeAG1_01907	CDS	vgrG1_2		type VI secretion system protein VgrG
PaeAG1_01908	CDS			hypothetical protein
PaeAG1_01909	CDS			hypothetical protein
PaeAG1_01910	CDS			hypothetical protein
PaeAG1_01911	CDS			IS66 family transposase ISPpu30
PaeAG1_01912	CDS			hypothetical protein
PaeAG1_01913	CDS			3-oxoacyl-ACP synthase
PaeAG1_01914	CDS			ECF subfamily sigma-70 factor
PaeAG1_01915	CDS			hypothetical protein
PaeAG1_01916	CDS			hypothetical protein
PaeAG1_01917	CDS			hypothetical protein
PaeAG1_01918	CDS			hypothetical protein
PaeAG1_01919	CDS			hypothetical protein
PaeAG1_01920	CDS	oprO		pyrophosphate-specific outer membrane porin OprO
PaeAG1_01921	CDS	oprP		phosphate-specific outer membrane porin OprP
PaeAG1_01922	CDS			hypothetical protein
PaeAG1_01923	CDS			short-chain dehydrogenase
PaeAG1_01924	CDS			hypothetical protein
PaeAG1_01925	CDS			hypothetical protein
PaeAG1_01926	CDS			hypothetical protein
PaeAG1_01927	CDS			hypothetical protein
PaeAG1_01928	CDS			ATP-dependent DNA helicase
PaeAG1_01929	CDS			two-component sensor
PaeAG1_01930	CDS			hypothetical protein
PaeAG1_01931	CDS			transcriptional regulator
PaeAG1_01932	CDS			TonB-dependent receptor
PaeAG1_01933	CDS	lplT		Lysophospholipid transporter LplT
PaeAG1_01934	CDS	capB		major cold shock protein CspA
PaeAG1_01935	CDS			transporter
PaeAG1_01936	CDS			transporter
PaeAG1_01937	CDS			recombination associated protein RdgC
PaeAG1_01938	tRNA			tRNA-Val
PaeAG1_01939	tRNA			tRNA-Asp
PaeAG1_01940	CDS			FkbP-type peptidyl-prolyl cis-trans isomerase
PaeAG1_01941	CDS			hypothetical protein
PaeAG1_01942	CDS			hypothetical protein
PaeAG1_01943	CDS			transcriptional regulator
PaeAG1_01944	CDS			hypothetical protein
PaeAG1_01945	CDS			hypothetical protein
PaeAG1_01946	CDS			hypothetical protein
PaeAG1_01947	CDS	prc		tail-specific protease
PaeAG1_01948	CDS			oxidoreductase
PaeAG1_01949	CDS		3.1.3.-	putative phosphatase
PaeAG1_01950	CDS			ABC transporter ATP-binding protein
PaeAG1_01951	CDS			ABC transporter permease
PaeAG1_01952	CDS			ABC transporter permease
