CRTL1	CRTL2	T1	T2	id	type	name	version	description
250.463	381.476	93	116.397	b1143	CDS	ymfI		e14 prophage; uncharacterized protein YmfI
89.5369	186.524	37	40.6028	b1144	CDS	ymfJ		e14 prophage; uncharacterized protein YmfJ
330	741	231	205	b1145	CDS	ymfK		e14 prophage; putative repressor protein YmfK
29	59	19	15	b1146	CDS	ymfT		e14 prophage; putative DNA-binding transcriptional regulator YmfT
28	58	31	32	b1147	CDS	ymfL		e14 prophage; uncharacterized protein YmfL
6	16	6	5	b1148	CDS	ymfM		e14 prophage; uncharacterized protein YmfM
27	38	29	34	b1149	CDS	ymfN		e14 prophage; chimeric replication protein/phage terminase YmfN
0	1	1	0	b1150	CDS	ymfR		e14 prophage; IPR020297 domain-containing protein YmfR
5	17	8	8	b1151	CDS	beeE		e14 prophage; protein BeeE
5	6	2	6	b1153	CDS	ymfQ		e14 prophage; DUF2313 domain-containing protein YmfQ
2	1	1	3	b1154	CDS	ycfK		e14 prophage; protein StfP
7	22	3	2	b1155	CDS	tfaP		e14 prophage; putative tail fiber assembly protein TfaP
39	118	32	29	b1156	CDS	tfaE		e14 prophage; putative tail fiber assembly protein TfaE
3	3	1	1	b1158	CDS	pinE		e14 prophage; site-specific DNA recombinase
111	144	57	75	b1159	CDS	mcrA		e14 prophage; 5-methylcytosine-specific restriction enzyme McrA
18	23	4	4	b1160	CDS	iraM		anti-adaptor protein IraM, inhibitor of sigma(S) proteolysis
1	4	0	1	b4738	CDS	ymgK		protein YmgK
4	6	0	4	b4739	CDS	ymgL		protein YmgL
90	170	74	77	b1161	CDS	ycgX		DUF1398 domain-containing protein YcgX
1974	4899	1762	1893	b1162	CDS	bluR		DNA-binding transcriptional repressor BluR
1831	3893	3532	3492	b1163	CDS	bluF		blue light- and temperature-regulated antirepressor BluF
697	1977	99	103	b1164	CDS	ycgZ		putative two-component system connector protein YcgZ
569	871	44	54	b1165	CDS	ymgA		putative two-component system connector protein YmgA
1146	1221	43	85	b1166	CDS	ariR		putative two-component system connector protein AriR
1544	2054	83	160	b1167	CDS	ymgC		protein YmgC
316	447	75	78	b1168	CDS	pdeG		putative c-di-GMP phosphodiesterase PdeG
34	68	25	30	b4520	CDS	ymgF		inner membrane protein YmgF
59	106	45	47	b1171	CDS	ymgD		PF16456 family protein YmgD
33	97	23	15	b1172	CDS	ymgG		PF13488 family protein YmgG
6	3	1	0	b4593	CDS	ymgI		uncharacterized protein YmgI
7	14	4	6	b4594	CDS	ymgJ		uncharacterized protein YmgJ
331	596	246	210	b1174	CDS	minE		Z-ring positioning protein MinE
1517	3828	1301	1114	b1175	CDS	minD		Z-ring positioning protein MinD
1005	2025	692	539	b1176	CDS	minC		Z-ring positioning protein MinC
340	543	141	129	b1177	CDS	ycgJ		PF05666 family protein YcgJ
106	233	79	70	b1178	CDS	pliG		inhibitor of g-type lysozyme
220	479	162	125	b1179	CDS	ycgL		PF05166 family protein YcgL
276	750	317	247	b1180	CDS	ycgM		putative isomerase/hydrolase
172	485	187	190	b1181	CDS	ycgN		PF03693 family protein YcgN
56	67	26	36	b1182	CDS	hlyE		hemolysin E
33	79	356	267	b1183	CDS	umuD	2.7.7.7	DNA polymerase V protein UmuD
65	151	664	465	b1184	CDS	umuC	2.7.7.7	DNA polymerase V catalytic protein
283	447	387	351	b1185	CDS	dsbB	1.8.5.9	protein thiol:quinone oxidoreductase DsbB
568	1086	833	638	b1186	CDS	nhaB		Na(+):H(+) antiporter NhaB
781	1698	1189	1071	b1187	CDS	fadR		DNA-binding transcriptional dual regulator FadR
3039	7185	5473	5257	b1188	CDS	ycgB		PF04293 family protein YcgB
403	864	558	528	b1189	CDS	dadA	1.4.5.1	D-amino acid dehydrogenase
211	477	350	248	b1190	CDS	dadX	5.1.1.1	alanine racemase 2
79.7007	158.364	109.81	76.3286	b4740	CDS	ymgM		protein YmgM
644.299	1081.64	982.19	837.671	b1191	CDS	cvrA		putative K(+):H(+) antiporter
209	406	202	159	b1192	CDS	ldcA	3.4.17.13	murein L,D-carboxypeptidase
154	358	280	208	b1193	CDS	emtA		lytic murein transglycosylase E
89	156	407	374	b1194	CDS	ycgR		flagellar brake protein YcgR
189	261	171	157	b1195	CDS	ymgE		PF04226 family protein YmgE
75	108	38	58	b1196	CDS	ycgY		uncharacterized protein YcgY
580	1283	813	641	b1197	CDS	treA	3.2.1.28	periplasmic trehalase
664	1450	1188	923	b1198	CDS	dhaM	2.7.1.121	dihydroxyacetone kinase subunit M
225	523	353	323	b1199	CDS	dhaL	2.7.1.121	dihydroxyacetone kinase subunit L
570	1135	596	494	b1200	CDS	dhaK	2.7.1.121	dihydroxyacetone kinase subunit K
239	530	145	134	b1201	CDS	dhaR		DNA-binding transcriptional dual regulator DhaR
202	383	221	172	b1202	CDS	ycgV		putative autotransporter adhesin YcgV
883	2431	1867	1441	b1203	CDS	ychF		redox-responsive ATPase YchF
204	638	356	321	b1204	CDS	pth	3.1.1.29	peptidyl-tRNA hydrolase
394	845	256	222	b1205	CDS	ychH		stress-induced protein
214	365	313	287	b1206	CDS	dauA		aerobic C4-dicarboxylate transporter DauA
2621	7382	5427	4277	b1207	CDS	prs	2.7.6.1	ribose-phosphate diphosphokinase
1156	2747	1951	1669	b1208	CDS	ispE	2.7.1.148	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
688	1749	1383	1080	b1209	CDS	lolB		outer membrane lipoprotein LolB
975	2338	1363	1340	b1210	CDS	hemA	1.2.1.70	glutamyl-tRNA reductase
501	1322	1185	1080	b1211	CDS	prfA		peptide chain release factor RF1
154	357	423	386	b1212	CDS	prmC	2.1.1.297	protein-(glutamine-N(5)) methyltransferase
86	198	196	157	b1213	CDS	ychQ		SirB family protein YchQ
736	1964	1209	1189	b1214	CDS	ychA		transglutaminase-like/TPR repeat-containing protein
1501	3467	2322	2013	b1215	CDS	kdsA	2.5.1.55	3-deoxy-D-manno-octulosonate 8-phosphate synthase
54.5	133	81	69	b4419	CDS	ldrA		small toxic polypeptide LdrA
13	31	16	12	b4421	CDS	ldrB		small toxic polypeptide LdrB
54.5	133	81	69	b4423	CDS	ldrC		small toxic polypeptide LdrC
803	1610	583	493	b1216	CDS	chaA		Na(+)/K(+):H(+) antiporter ChaA
284	685	269	247	b1217	CDS	chaB		putative cation transport regulator ChaB
349	816	369	332	b1218	CDS	chaC	4.3.2.7	glutathione-specific gamma-glutamylcyclotransferase
300	804	407	369	b1219	CDS	ychN		DsrE/F sulfur relay family protein YchN
507	847	509	480	b1220	CDS	ychO		putative invasin YchO
205	424	292	215	b1221	CDS	narL		DNA-binding transcriptional dual regulator NarL
317	811	361	270	b1222	CDS	narX	2.7.13.3	sensory histidine kinase NarX
96	175	35	43	b1223	CDS	narK		nitrate:nitrite antiporter NarK
436	878	187	211	b1224	CDS	narG	1.7.5.1	nitrate reductase A subunit alpha
85	246	112	81	b1225	CDS	narH	1.7.5.1	nitrate reductase A subunit beta
12	49	25	13	b1226	CDS	narJ		nitrate reductase 1 molybdenum cofactor assembly chaperone
19	55	26	35	b1227	CDS	narI	1.7.5.1	nitrate reductase A subunit gamma
46	68.6774	47.6502	68.0742	b1228	CDS	ychS		putative uncharacterized protein YchS
0	15.3226	10.3498	8.92582	b1229	CDS	tpr		protamine-like protein
61.8462	103.242	71.7678	98.509	b1230	tRNA	tyrV		tRNA-Tyr
61.8462	103.242	71.7678	98.509	b1231	tRNA	tyrT		tRNA-Tyr
1414	2791	1601	1249	b1232	CDS	purU	3.5.1.10	formyltetrahydrofolate deformylase
461	959	417	432	b1233	CDS	ychJ		NTF2-like domain-containing protein YchJ
1681	3787	2661	2398	b1234	CDS	rssA		putative patatin-like phospholipase RssA
1219	2519	1746	1557	b1235	CDS	rssB		regulator of RpoS
2812	6269	3664	3106	b1236	CDS	galU	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase
10113	24386	5515	4995	b1237	CDS	hns		DNA-binding transcriptional dual regulator H-NS
277	539	99	71	b1238	CDS	tdk	2.7.1.21	thymidine/deoxyuridine kinase
13577	25264	33465	27317	b1241	CDS	adhE	1.1.1.1	fused acetaldehyde-CoA dehydrogenase and iron-dependent alcohol dehydrogenasealdehyde/alcohol dehydrogenase AdhE
4	6	3	8	b4771	CDS	ychT		protein YchT
140	180	110	105	b1242	CDS	ychE		MarC family putative inner membrane protein YchE
302.241	789.619	494.116	403.426	b4711	CDS	insH21		IS5 transposase and trans-activator
15094	34721	18999	18906	b1243	CDS	oppA	7.4.2.6	oligopeptide ABC transporter periplasmic binding protein
1450	2317	1833	1516	b1244	CDS	oppB	7.4.2.6	murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppB
823	1484	1284	1113	b1245	CDS	oppC	7.4.2.6	murein tripeptide ABC transporter/oligopeptide ABC transporter inner membrane subunit OppC
1062	2138	1841	1484	b1246	CDS	oppD	7.4.2.6	murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD
1317	2765	1962	1667	b1247	CDS	oppF	7.4.2.6	murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppF
309	728	369	337	b1248	CDS	yciU		DUF440 domain-containing protein YciU
790	1880	910	793	b1249	CDS	clsA		cardiolipin synthase A
421	725	160	127	b4595	CDS	yciY		uncharacterized protein YciY
403	606	188	181	b1250	CDS	kch		K(+) channel Kch
489	606	288	295	b1251	CDS	yciI		protein YciI
520	1427	716	525	b1252	CDS	tonB		Ton complex subunit TonB
247	487	163	190	b1253	CDS	yciA	3.1.2.20	acyl-CoA thioesterase YciA
358	666	562	487	b1254	CDS	yciB		inner membrane protein
311	652	381	276	b1255	CDS	yciC		putative inner membrane protein
55	96	33	26	b1256	CDS	ompW		outer membrane protein W
420	722	226	158	b1257	CDS	yciE		DUF892 domain-containing protein YciE
314	679	206	155	b1258	CDS	yciF		DUF892 domain-containing protein YciF
605	889	222	227	b1259	CDS	yciG		stress-induced bacterial acidophilic repeat motifs-containing protein YciG
1148	1836	2423	2163	b1260	CDS	trpA	4.1.2.8	tryptophan synthase subunit alpha
1308	2402	3305	2795	b1261	CDS	trpB	4.2.1.122	tryptophan synthase subunit beta
980	1878	2028	1733	b1262	CDS	trpC	4.1.1.48	fused indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
553	1138	1296	1070	b1263	CDS	trpD	2.4.2.18	anthranilate synthase subunit TrpD
810	1594	2142	2108	b1264	CDS	trpE	4.1.3.27	anthranilate synthase subunit TrpE
45	75	53	36	b1265	CDS	trpL		trp operon leader peptide
316	819	492	412	b1266	CDS	yciV	3.1.3.97	RNA/ssDNA 5'->3' exonuclease
404	1075	747	757	b1267	CDS	yciO		putative RNA-binding protein YciO
283	395	255	276	b1268	CDS	yciQ		DUF2207 domain-containing protein YciQ
1228	2990	1906	1706	b1269	CDS	rluB	5.4.99.22	23S rRNA pseudouridine(2605) synthase
137	320	279	252	b1270	CDS	btuR	2.5.1.17	cobinamide/cobalamin adenosyltransferase
183	334	324	301	b1271	CDS	yciK		putative oxidoreductase
863	1917	1074	954	b1272	CDS	sohB		S49 peptidase family protein
316	574	243	252	b1273	CDS	yciN		protein YciN
4103	10198	6168	5181	b1274	CDS	topA	5.6.2.1	DNA topoisomerase 1
883	2198	1098	1062	b1275	CDS	cysB		DNA-binding transcriptional dual regulator CysB
29	47	13	12	b4522	CDS	ymiA		uncharacterized protein YmiA
78	106	32	34	b4523	CDS	yciX		uncharacterized protein YciX
19	32	10	8	b4741	CDS	ymiC		protein YmiC
4351	8384	7413	6983	b1276	CDS	acnA		aconitate hydratase 1
606	1468	832	780	b1277	CDS	ribA	3.5.4.25	GTP cyclohydrolase 2
438	1039	519	518	b1278	CDS	pgpB	3.1.3.27	phosphatidylglycerophosphatase B
353	586	268	275	b1279	CDS	lapA		lipopolysaccharide assembly protein A
685	1552	746	645	b1280	CDS	lapB		lipopolysaccharide assembly protein B
383	807	379	283	b1281	CDS	pyrF	4.1.1.23	orotidine-5'-phosphate decarboxylase
91	182	91	80	b1282	CDS	yciH		putative translation factor
1110	1992	713	745	b1283	CDS	osmB		osmotically-inducible lipoprotein OsmB
445	990	605	559	b1284	CDS	yciT		putative DNA-binding transcriptional regulator YciT
132	284	213	200	b4596	CDS	yciZ		UPF0509 protein YciZ
10	12	3	5	b4772	CDS	ymiD		protein YmiD
557	1335	678	418	b1285	CDS	pdeR	3.1.4.52	cyclic di-GMP phosphodiesterase PdeR
2	4	7	2	b4672	CDS	ymiB		putative protein YmiB
2216	6177	4094	2919	b1286	CDS	rnb	3.1.13.1	RNase II
526	1400	690	428	b1287	CDS	yciW		putative oxidoreductase
3361	8340	7831	6202	b1288	CDS	fabI	1.3.1.104	enoyl-[acyl-carrier-protein] reductase
43	47	61	74	b1289	CDS	ycjD		DUF559 domain-containing protein YcjD
199	392	344	288	b1290	CDS	sapF		putrescine ABC exporter ATP binding protein SapF
318	709	526	475	b1291	CDS	sapD		putrescine ABC exporter ATP binding protein SapD
116	279	212	173	b1292	CDS	sapC		putrescine ABC exporter membrane protein SapC
178	420	311	251	b1293	CDS	sapB		putrescine ABC exporter membrane subunit SapB
548	1000	823	637	b1294	CDS	sapA		putative periplasmic binding protein SapA
205	301	227	206	b1295	CDS	ymjA		DUF2543 domain-containing protein YmjA
249	467	439	404	b1296	CDS	puuP		putrescine:H(+) symporter PuuP
29	103	121	134	b4742	CDS	ymjE		protein YmjE
1009	2832	3272	3077	b1297	CDS	puuA	6.3.1.11	glutamate-putrescine ligase
564	1076	821	668	b1298	CDS	puuD	3.5.1.94	gamma-glutamyl-gamma-aminobutyrate hydrolase
448	809	1023	1039	b1299	CDS	puuR		DNA-binding transcriptional repressor PuuR
343	597	928	920	b1300	CDS	puuC	1.2.1.19	gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase
195	396	513	548	b1301	CDS	puuB		gamma-glutamylputrescine oxidase
152	376	465	435	b1302	CDS	puuE	2.6.1.19	4-aminobutyrate aminotransferase PuuE
122	247	128	96	b1303	CDS	pspF		DNA-binding transcriptional dual regulator PspF
362	1029	330	348	b1304	CDS	pspA		phage shock protein A
21	83	24	34	b1305	CDS	pspB		phage shock protein B
51	114	63	54	b1306	CDS	pspC		phage shock protein C
21	43	41	22	b1307	CDS	pspD		phage shock protein D
138	306	172	126	b1308	CDS	pspE	2.8.1.1	thiosulfate sulfurtransferase PspE
10	15	1	0	b1309	CDS	ycjM	2.4.1.352	glucosylglycerate phosphorylase
4	7	4	2	b1310	CDS	ycjN		putative ABC transporter periplasmic binding protein YcjN
1	6	4	6	b1311	CDS	ycjO		putative ABC transporter membrane subunit YcjO
9	23	11	9	b1312	CDS	ycjP		putative ABC transporter membrane subunit YcjP
10	33	18	17	b1313	CDS	ycjQ		D-guloside 3-dehydrogenase
11	35	28	13	b1314	CDS	ycjR		3-dehydro-D-guloside 4-epimerase
20	26	22	21	b1315	CDS	ycjS		D-glucoside 3-dehydrogenase
33	87	49	52	b1316	CDS	ycjT	2.4.1.230	kojibiose phosphorylase
4	3	11	8	b1317	CDS	ycjU	5.4.2.6	beta-phosphoglucomutase
7	7	1	4	b1319	CDS	ompG		outer membrane porin G
38	95	24	19	b1320	CDS	ycjW		DNA-binding transcriptional repressor YcjW
144	302	180	175	b1321	CDS	ycjX		DUF463 domain-containing protein YcjX
82	161	136	96	b1322	CDS	ycjF		DUF697 domain-containing inner membrane protein YcjF
1038	2409	1251	1102	b1323	CDS	tyrR		DNA-binding transcriptional dual regulator TyrR
4976	12780	8022	7073	b1324	CDS	tpx	1.11.1.24	lipid hydroperoxide peroxidase
344	813	553	508	b1325	CDS	ycjG	5.1.1.20	L-Ala-D/L-Glu epimerase
286	667	374	328	b1326	CDS	mpaA		murein tripeptide amidase A
10	23	24	16	b4525	CDS	ymjC		putative uncharacterized protein YmjC
2	3	5	3	b4673	CDS	ymjD		uncharacterized protein YmjD
64	157	104	82	b1327	CDS	ycjY		putative hydrolase YcjY
162	298	139	133	b1328	CDS	pgrR		DNA-binding transcriptional repressor PgrR
423	959	310	234	b1329	CDS	mppA		murein tripeptide ABC transporter periplasmic binding protein
166	267	63	62	b1330	CDS	ynaI		small conductance mechanosensitive channel YnaI
302.241	789.619	494.116	403.426	b1331	CDS	insH4		IS5 transposase and trans-activator
1638	2609	964	816	b1332	CDS	ynaJ		DUF2534 domain-containing protein YnaJ
1790	3818	2005	1858	b1333	CDS	uspE		universal stress protein E
2575	5432	3838	3268	b1334	CDS	fnr		DNA-binding transcriptional dual regulator FNR
123	195	138	131	b1335	CDS	ogt	2.1.1.63	methylated-DNA--[protein]-cysteine S-methyltransferase
45	82	51	49	b1336	CDS	abgT		p-aminobenzoyl glutamate:H(+) symporter
55	110	71	66	b1337	CDS	abgB		p-aminobenzoyl-glutamate hydrolase subunit B
21	43	27	28	b1338	CDS	abgA		p-aminobenzoyl-glutamate hydrolase subunit A
77	181	69	61	b1339	CDS	abgR		putative LysR-type DNA-binding transcriptional regulator AbgR
112	254	206	180	b1340	CDS	smrA		DNA endonuclease SmrA
979	2849	2357	2087	b1341	CDS	dgcM	2.7.7.65	diguanylate cyclase DgcM
4	2	1	1	b4773	CDS	ynaN		protein YnaN
337	493	249	196	b1342	CDS	zntB		Zn(2(+)):H(+) symporter
135	276	152	135	b4743	CDS	ynaL		protein YnaL
507	1052	995	764	b1343	CDS	dbpA		ATP-dependent RNA helicase DbpA
530	1401	819	693	b1344	CDS	ttcA		tRNA cytosine(32) 2-sulfurtransferase TtcA
71	95	86	65	b1345	CDS	intR		Rac prophage; putative integrase
3	2	1	1	b1346	CDS	xisR		Rac prophage; excisionase
0	0	1	2	b1347	CDS	rcbA		Rac prophage; double-strand break reduction protein
1	1	1	0	b1348	CDS	ralR		Rac prophage; endodeoxyribonuclease toxin RalR
18	66	19	13	b1349	CDS	recT		Rac prophage; recombinase RecT
66	124	65	47	b1350	CDS	recE		Rac prophage; exonuclease VIII, ds DNA exonuclease, 5' --> 3' specific
4	16	2	2	b1351	CDS	racC		Rac prophage; protein RacC
1	0	0	0	b4526	CDS	ydaE		Rac prophage; zinc-binding protein
2	5	0	0	b1352	CDS	kilR		Rac prophage; inhibitor of FtsZ
14	11	8	8	b1353	CDS	sieB		Rac prophage; phage superinfection exclusion protein
1	2	4	4	b4527	CDS	ydaF		Rac prophage; DUF1391 domain-containing protein YdaF
18	48	12	9	b1355	CDS	ydaG		Rac prophage; uncharacterized protein YdaG
1159	1875	916	963	b1356	CDS	racR		Rac prophage; DNA-binding transcriptional repressor RacR
22	29	30	19	b1357	CDS	ydaS		Rac prophage; toxin YdaS
11	19	18	15	b1358	CDS	ydaT		Rac prophage; protein YdaT
33	95	60	42	b1359	CDS	ydaU		Rac prophage; DUF1376 domain-containing protein YdaU
13	47	29	17	b1360	CDS	ydaV		Rac prophage; putative ATP-binding protein YdaV
25	60	31	35	b1361	CDS	ydaW		Rac prophage; putative uncharacterized protein YdaW
13.7235	29.0652	8.7135	8.499	b4528	CDS	rzoR		Rac prophage; putative prophage outer membrane lipoprotein RzoR
330	398	157	203	b1363	CDS	trkG		Rac prophage; K(+) transporter TrkG
12	23	10	8	b1365	CDS	ynaK		Rac prophage; ParB-like nuclease domain-containing protein YnaK
6	17	13	8	b1366	CDS	ydaY		Rac prophage; putative uncharacterized protein YdaY
42	58	39.4304	24	b1368	CDS	ynaA		Rac prophage; putative prophage tail length tape measure domain-containing protein YnaA
2	6	3.56958	8	b4570	CDS	lomR		Rac prophage; protein LomR_1
25.0332	77.0639	34.5444	30.0977	b1370	CDS	insH5		Rac prophage; IS5 transposase and trans-activator
72.6933	138.261	67.5209	54	b1372	CDS	stfR		Rac prophage; putative prophage side tail fiber protein StfR
11.789	0	36.1387	34.2005	b1373	CDS	tfaR		Rac prophage; putative tail fiber assembly protein TfaR
201.302	532.901	265.634	281.931	b1374	CDS	pinR		Rac prophage; putative site-specific recombinase
949.265	2763.91	1143.36	1272.27	b1375	CDS	ynaE		Rac prophage; uncharacterized protein YnaE
733.519	504.506	285.6	504.6	b4744	CDS	ynaM		Rac prophage; protein YnaM
373	693	197	180	b1376	CDS	uspF		nucleotide binding filament protein
30	53	29	17	b1377	CDS	ompN		outer membrane porin N
2053	4363	6212	5059	b1378	CDS	ydbK		putative pyruvate-flavodoxin oxidoreductase
323	680	321	305	b4529	CDS	ydbJ		DUF333 domain-containing protein YdbJ
348	659	332	296	b1379	CDS	hslJ		lipoprotein implicated in Novobiocin resistance
723	1811	976	863	b1380	CDS	ldhA	1.1.1.28	D-lactate dehydrogenase
302	718	399	357	b1381	CDS	ydbH		PF11739 family protein YdbH
20	28	15	12	b1382	CDS	ynbE		lipoprotein YnbE
88	164	85	74	b1383	CDS	ydbL		DUF1318 domain-containing protein YdbL
78	139	78	68	b1384	CDS	feaR		DNA-binding transcriptional activator FeaR
220	493	282	259	b1385	CDS	feaB	1.2.1.39	phenylacetaldehyde dehydrogenase
70	128	65	57	b1386	CDS	tynA	1.4.3.21	copper-containing amine oxidase
13	21	17	10	b1387	CDS	paaZ	1.2.1.91	fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase
8	26	19	15	b1388	CDS	paaA	1.14.13.149	phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit
3	2	0	0	b1389	CDS	paaB	1.14.13.149	phenylacetyl-CoA 1,2-epoxidase subunit B
3	3	7	4	b1390	CDS	paaC	1.14.13.149	phenylacetyl-CoA 1,2-epoxidase, structural subunit
5	1	3	2	b1391	CDS	paaD		phenylacetate degradation protein
10	31	26	19	b1392	CDS	paaE	1.14.13.149	phenylacetyl-CoA 1,2-epoxidase, reductase subunit
5	5	9	11	b1393	CDS	paaF		putative 2,3-dehydroadipyl-CoA hydratase
7	16	17	21	b1394	CDS	paaG	5.3.3.18	putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)
15	23	68	45	b1395	CDS	paaH		3-hydroxyadipyl-CoA dehydrogenase
10	8	4	10	b1396	CDS	paaI		phenylacetyl-CoA thioesterase
62	163	134	114	b1397	CDS	paaJ	2.3.1.174	beta-ketoadipyl-CoA thiolase
83	257	198	154	b1398	CDS	paaK	6.2.1.30	phenylacetate-CoA ligase
194	348	204	180	b1399	CDS	paaX		DNA-binding transcriptional repressor PaaX
170	388	266	201	b1400	CDS	paaY		2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase
0	0	0	0	b4674	CDS	ynbG		uncharacterized protein YnbG
720	1705	522	518	b4492	CDS	ydbA		putative outer membrane protein, N-terminal fragment
102.047	227.167	114.333	101.333	b1402	CDS	insD2		IS2 insertion element protein InsB
58.2859	136	81.3333	71.1667	b1403	CDS	insC2		IS2 insertion element repressor InsA
178.707	336.256	158.304	117.122	b1404	CDS	insI2		IS30 transposase
263	644	426	349	b1406	CDS	pdxI	1.1.1.65	pyridoxine 4-dehydrogenase
47	124	64	52	b1407	CDS	ydbD		DUF2773 domain-containing protein YdbD
